ID,RA_DMS,DEC_DMS,SEMI_MAJ_PC,SEMI_MIN_PC,AVG_RAD_PC,PA_DEG,ARM,DIST_ARM_PC,GAL_RAD_KPC
1,24d08m43.1s,15d48m35.9s,64,62,63,-90,4,-245,6.54
2,24d08m48.3s,15d48m11.5s,59,53,57,50,3,217,5.60
3,24d08m50.2s,15d48m25.8s,50,47,49,0,3,247,5.97
4,24d08m51.2s,15d48m15.5s,73,67,71,-90,3,203,5.61
5,24d08m51.5s,15d48m19.9s,46,43,45,-90,3,216,5.73
6,24d08m52.3s,15d48m22.8s,44,41,43,-90,3,221,5.80
7,24d08m53.8s,15d48m41.9s,44,42,43,0,3,285,6.40
8,24d08m54.4s,15d48m7.7s,31,30,30,0,3,157,5.27
9,24d08m54.9s,15d48m13.7s,58,57,58,-90,3,167,5.42
10,24d08m55.3s,15d48m16.8s,66,60,64,0,3,175,5.51
11,24d08m55.3s,15d48m4.9s,17,17,17,0,3,144,5.15
12,24d08m55.4s,15d48m5.6s,35,32,34,0,3,144,5.17
13,24d08m56.1s,15d48m3.9s,24,23,24,-90,3,134,5.09
14,24d08m56.8s,15d48m3.1s,31,26,29,0,3,127,5.05
15,24d08m57.1s,15d48m5.5s,156,110,141,60,3,130,5.11
16,24d08m58.1s,15d48m2.9s,24,24,24,0,3,115,4.99
17,24d08m58.7s,15d48m3.7s,36,34,35,0,3,112,5
18,24d08m59.4s,15d48m23.5s,107,97,104,-90,3,166,5.59
19,24d08m59.4s,15d47m52.4s,228,162,206,0,3,88,4.66
20,24d08m59.7s,15d48m19.8s,77,64,72,-90,3,151,5.45
21,24d09m1.1s,15d48m5.3s,33,24,30,0,3,96,4.95
22,24d09m1.3s,15d48m3.9s,23,22,23,-90,3,92,4.91
23,24d09m1.6s,15d47m38.7s,30,30,30,0,3,69,4.27
24,24d09m2.5s,15d48m37.6s,93,84,90,0,3,202,5.99
25,24d09m2.5s,15d48m2.8s,28,27,28,0,3,78,4.83
26,24d09m3.1s,15d47m35.8s,42,42,42,0,3,57,4.15
27,24d09m3.8s,15d48m23.6s,61,59,60,-90,3,133,5.45
28,24d09m4.0s,15d48m10.5s,179,176,178,0,3,84,5.01
29,24d09m4.1s,15d48m6.5s,38,37,38,0,3,74,4.88
30,24d09m4.1s,15d47m33.1s,38,32,36,0,3,47,4.05
31,24d09m4.9s,15d47m28.8s,27,24,26,0,3,47,3.95
32,24d09m5.2s,15d48m5.3s,30,29,30,-90,3,61,4.81
33,24d09m5.5s,15d48m6.5s,38,35,37,-90,3,62,4.83
34,24d09m5.6s,15d47m24.4s,26,26,26,0,3,44,3.85
35,24d09m5.6s,15d47m34.1s,32,25,30,0,3,34,4.01
36,24d09m6.1s,15d47m32.5s,22,21,21,0,3,31,3.96
37,24d09m6.3s,15d47m25.3s,24,24,24,0,3,36,3.83
38,24d09m7.3s,15d48m5.5s,21,19,20,0,3,44,4.74
39,24d09m7.6s,15d48m13.6s,31,28,30,0,3,65,4.99
40,24d09m7.7s,15d48m6.1s,24,21,23,-90,3,43,4.74
41,24d09m8.2s,15d47m22.1s,61,61,61,0,3,29,3.70
42,24d09m8.9s,15d47m24.6s,33,33,33,0,3,17,3.71
43,24d09m8.9s,15d48m13.0s,35,26,32,-90,3,53,4.92
44,24d09m9.4s,15d47m23.7s,26,26,26,0,3,15,3.67
45,24d09m9.8s,15d48m4.8s,29,21,26,0,3,22,4.63
46,24d09m10.9s,15d48m11.3s,48,46,47,0,3,31,4.80
47,24d09m11.6s,15d47m50.0s,35,32,34,0,3,-16,4.13
48,24d09m11.6s,15d47m16.6s,48,38,44,0,3,10,3.49
49,24d09m11.8s,15d47m50.8s,29,26,28,0,3,-19,4.14
50,24d09m12.3s,15d48m12.9s,64,64,64,0,3,26,4.81
51,24d09m12.3s,15d48m2.6s,74,66,72,-90,3,-3,4.47
52,24d09m12.9s,15d48m11.0s,61,52,58,0,3,14,4.73
53,24d09m13.0s,15d48m8.4s,28,26,27,0,3,4,4.64
54,24d09m13.4s,15d48m15.0s,49,43,47,-90,3,28,4.85
55,24d09m13.6s,15d48m7.2s,29,28,28,0,3,1,4.58
56,24d09m13.7s,15d48m5.7s,27,22,25,0,3,-8,4.53
57,24d09m13.7s,15d47m52.1s,38,34,37,0,3,-29,4.11
58,24d09m14.1s,15d47m53.4s,24,24,24,0,3,-31,4.13
59,24d09m14.2s,15d48m5.4s,43,36,41,0,3,-12,4.50
60,24d09m14.4s,15d48m6.8s,31,29,30,0,3,-7,4.54
61,24d09m14.5s,15d48m8.4s,28,21,25,0,3,-8,4.59
62,24d09m14.7s,15d47m54.2s,31,31,31,0,3,-37,4.14
63,24d09m15.6s,15d48m3.0s,32,29,31,0,3,-26,4.38
64,24d09m15.7s,15d48m13.7s,28,27,28,0,3,6,4.73
65,24d09m16.3s,15d47m1.9s,32,28,31,0,3,21,3.19
66,24d09m16.9s,15d47m3.7s,103,91,99,0,3,11,3.17
67,24d09m17.5s,15d48m13.4s,65,46,59,-90,3,-8,4.66
68,24d09m17.7s,15d47m1.5s,35,33,34,0,3,11,3.13
69,24d09m20.9s,15d48m9.6s,62,46,56,0,3,-50,4.42
70,24d09m21.4s,15d48m1.3s,235,198,223,-90,3,-79,4.12
71,24d09m21.8s,15d48m11.4s,17,16,17,0,3,-50,4.46
72,24d09m22.3s,15d48m21.8s,25,25,25,0,3,-17,4.83
73,24d09m23.1s,15d48m14.3s,22,21,21,0,3,-51,4.53
74,24d09m24.1s,15d48m12.7s,18,17,18,0,3,-65,4.44
75,24d09m26.4s,15d47m16.4s,42,40,41,0,3,-110,2.83
76,24d09m26.7s,15d48m18.4s,28,23,26,0,3,-66,4.58
77,24d09m26.7s,15d47m5.5s,66,56,63,0,3,-71,2.73
78,24d09m27.0s,15d47m17.3s,28,26,27,-90,3,-117,2.81
79,24d09m27.2s,15d46m29.6s,29,28,29,0,4,-137,3.08
80,24d09m27.3s,15d48m22.5s,44,38,42,0,3,-48,4.73
81,24d09m27.5s,15d47m18.4s,34,29,32,0,2,114,2.81
82,24d09m27.6s,15d47m15.5s,18,16,18,0,2,113,2.76
83,24d09m28.4s,15d46m26.9s,18,17,18,-90,4,-121,3.10
84,24d09m28.5s,15d47m8.9s,17,17,17,0,3,-98,2.66
85,24d09m28.6s,15d48m28.7s,71,63,68,0,3,-30,4.94
86,24d09m28.8s,15d48m14.2s,74,68,72,0,3,-95,4.36
87,24d09m29.3s,15d47m17.8s,38,36,38,0,2,98,2.72
88,24d09m29.3s,15d47m2.3s,26,22,25,0,3,-79,2.60
89,24d09m30.1s,15d46m19.1s,34,32,33,-90,4,-66,3.25
90,24d09m30.4s,15d47m8.7s,23,21,23,0,2,96,2.58
91,24d09m30.7s,15d48m15.5s,23,21,22,0,3,-107,4.36
92,24d09m30.8s,15d46m58.9s,9,9,9,0,3,-73,2.53
93,24d09m30.8s,15d46m59.6s,16,14,16,-90,3,-75,2.53
94,24d09m31.0s,15d47m8.9s,18,17,17,-90,2,90,2.55
95,24d09m31.0s,15d47m8.3s,18,18,18,-90,2,90,2.54
96,24d09m31.1s,15d48m26.0s,64,48,58,0,3,-60,4.77
97,24d09m31.4s,15d46m59.2s,18,16,17,0,3,-78,2.51
98,24d09m31.6s,15d47m3.8s,78,69,75,0,2,92,2.50
99,24d09m31.6s,15d46m60.0s,27,23,26,-90,3,-83,2.49
100,24d09m31.6s,15d48m24.6s,39,37,39,0,3,-71,4.70
101,24d09m31.7s,15d46m17.1s,29,28,29,0,4,-60,3.26
102,24d09m31.9s,15d47m7.0s,35,29,33,-90,2,84,2.50
103,24d09m32.1s,15d48m32.1s,38,28,35,-90,3,-37,5
104,24d09m32.7s,15d48m24.2s,36,34,35,0,3,-81,4.66
105,24d09m32.7s,15d46m59.5s,22,21,22,-90,2,90,2.44
106,24d09m32.8s,15d48m29.7s,25,21,24,0,3,-55,4.88
107,24d09m32.9s,15d48m31.4s,41,32,38,-50,3,-47,4.95
108,24d09m33.2s,15d48m19.6s,25,24,24,-90,3,-106,4.46
109,24d09m33.4s,15d47m59.8s,65,56,62,0,3,-183,3.70
110,24d09m33.6s,15d47m7.2s,23,20,22,0,2,69,2.42
111,24d09m33.7s,15d48m17.2s,108,91,103,0,3,-122,4.35
112,24d09m34.5s,15d48m27.2s,62,62,62,0,3,-79,4.74
113,24d09m34.6s,15d46m40.4s,50,36,45,0,2,143,2.55
114,24d09m34.8s,15d48m32.8s,70,56,66,-90,3,-52,4.96
115,24d09m35.1s,15d46m2.3s,38,34,37,0,4,49,3.65
116,24d09m35.2s,15d48m30.5s,50,48,50,0,3,-68,4.86
117,24d09m35.6s,15d47m6.2s,67,58,64,0,2,55,2.32
118,24d09m35.6s,15d48m26.1s,49,43,47,0,3,-92,4.67
119,24d09m35.6s,15d46m22.9s,22,20,21,0,4,-122,2.94
120,24d09m35.8s,15d47m8.1s,47,42,45,0,2,49,2.32
121,24d09m35.9s,15d46m59.0s,18,17,18,0,2,64,2.30
122,24d09m36.1s,15d47m32.4s,19,18,19,0,2,55,2.73
123,24d09m36.4s,15d47m54.5s,44,39,43,-90,2,140,3.41
124,24d09m36.5s,15d47m31.6s,17,16,17,0,2,50,2.69
125,24d09m36.6s,15d48m28.2s,62,62,62,0,3,-89,4.73
126,24d09m36.7s,15d47m32.1s,19,17,18,0,2,50,2.70
127,24d09m36.7s,15d48m35.8s,35,31,34,0,3,-45,5.05
128,24d09m36.7s,15d47m10.7s,38,37,38,-90,2,40,2.30
129,24d09m36.8s,15d46m23.4s,19,18,19,-90,4,-129,2.89
130,24d09m37.1s,15d48m30.3s,20,20,20,0,3,-82,4.81
131,24d09m37.2s,15d48m29.8s,19,17,18,0,3,-87,4.78
132,24d09m37.3s,15d47m30.4s,57,52,55,0,2,40,2.63
133,24d09m37.5s,15d46m59.4s,48,44,47,0,2,50,2.22
134,24d09m37.6s,15d47m6.6s,16,15,15,0,2,38,2.23
135,24d09m37.8s,15d47m7.3s,15,11,14,0,2,34,2.23
136,24d09m37.8s,15d47m6.9s,13,11,12,-90,2,35,2.22
137,24d09m38.0s,15d47m54.9s,23,22,23,0,2,133,3.38
138,24d09m38.5s,15d47m6.7s,24,21,23,0,2,32,2.19
139,24d09m38.5s,15d48m9.6s,52,38,47,0,3,-189,3.93
140,24d09m38.7s,15d45m56.1s,26,25,25,0,4,93,3.79
141,24d09m38.7s,15d46m11.5s,32,24,29,0,4,-37,3.21
142,24d09m39.0s,15d47m27.6s,29,28,29,-90,2,21,2.50
143,24d09m39.0s,15d47m28.9s,32,30,31,-90,2,22,2.53
144,24d09m39.0s,15d46m15.5s,33,32,32,0,4,-70,3.06
145,24d09m39.2s,15d47m8.0s,20,20,20,-90,2,20,2.17
146,24d09m39.3s,15d47m6.3s,20,18,19,0,2,25,2.16
147,24d09m39.3s,15d45m57.0s,33,29,32,0,4,83,3.73
148,24d09m40.2s,15d47m28.7s,34,34,34,-90,2,11,2.48
149,24d09m40.5s,15d46m5.6s,32,26,30,0,4,10,3.37
150,24d09m40.9s,15d47m11.8s,27,24,26,0,2,4,2.13
151,24d09m41.1s,15d48m37.3s,26,24,25,0,3,-63,5.03
152,24d09m41.2s,15d47m12.5s,21,21,21,-90,2,2,2.12
153,24d09m41.2s,15d46m45.9s,33,32,33,0,2,69,2.18
154,24d09m41.3s,15d47m10.8s,26,25,25,-90,2,2,2.10
155,24d09m41.6s,15d46m50.2s,22,19,21,0,2,49,2.10
156,24d09m41.7s,15d48m32.8s,39,37,38,0,3,-95,4.82
157,24d09m42.0s,15d47m12.1s,29,28,29,-90,2,-5,2.08
158,24d09m42.1s,15d47m14.9s,56,47,53,-90,2,-12,2.12
159,24d09m42.1s,15d47m10.9s,26,22,25,-90,2,-5,2.06
160,24d09m42.3s,15d46m38.5s,33,28,31,0,2,98,2.28
161,24d09m42.3s,15d46m3.0s,40,33,38,0,4,27,3.42
162,24d09m42.7s,15d47m1.3s,30,26,28,-90,2,2,1.98
163,24d09m42.8s,15d48m31.2s,54,50,53,-90,3,-112,4.73
164,24d09m42.9s,15d47m12.7s,31,31,31,0,2,-12,2.05
165,24d09m43.1s,15d46m41.1s,42,40,41,0,2,80,2.18
166,24d09m43.2s,15d47m15.1s,55,53,54,0,2,-21,2.07
167,24d09m43.2s,15d48m33.8s,77,71,75,0,3,-98,4.84
168,24d09m43.3s,15d47m1.3s,22,18,20,-90,2,-2,1.96
169,24d09m43.3s,15d46m10.0s,29,26,28,0,4,-36,3.13
170,24d09m43.4s,15d46m58.5s,40,33,38,0,2,6,1.96
171,24d09m43.5s,15d46m3.8s,28,27,27,-90,4,16,3.36
172,24d09m44.4s,15d46m54.0s,24,19,23,0,2,13,1.94
173,24d09m44.5s,15d48m35.5s,78,75,77,0,3,-95,4.89
174,24d09m44.5s,15d46m9.3s,24,22,23,-90,4,-30,3.12
175,24d09m45.1s,15d47m45.5s,28,26,28,0,2,32,2.83
176,24d09m45.2s,15d46m12.6s,20,19,19,-90,4,-60,2.98
177,24d09m45.2s,15d47m1.1s,34,33,33,-90,2,-13,1.87
178,24d09m45.3s,15d46m11.3s,22,21,22,-90,4,-49,3.02
179,24d09m45.4s,15d46m57.8s,60,59,60,-90,2,-7,1.87
180,24d09m45.5s,15d46m4.5s,53,33,46,0,4,6,3.28
181,24d09m45.5s,15d47m56.3s,16,16,16,0,2,96,3.22
182,24d09m45.7s,15d47m48.0s,26,26,26,0,2,42,2.90
183,24d09m45.9s,15d47m56.4s,42,42,42,0,2,94,3.21
184,24d09m46.0s,15d47m22.9s,35,33,34,-90,2,-46,2.11
185,24d09m46.0s,15d45m58.4s,20,18,19,-90,4,55,3.51
186,24d09m46.0s,15d46m59.7s,39,37,38,0,2,-18,1.83
187,24d09m46.1s,15d47m48.6s,23,21,22,0,2,44,2.91
188,24d09m46.3s,15d46m10.7s,18,18,18,0,4,-47,3.02
189,24d09m46.3s,15d47m50.9s,44,42,43,-90,2,56,2.99
190,24d09m46.5s,15d47m47.8s,23,18,21,0,2,36,2.87
191,24d09m46.5s,15d46m12.3s,19,17,18,0,4,-61,2.95
192,24d09m46.6s,15d47m49.4s,23,23,23,0,2,45,2.93
193,24d09m46.6s,15d46m17.1s,26,26,26,0,4,-103,2.77
194,24d09m46.8s,15d45m56.8s,34,30,33,0,4,69,3.56
195,24d09m47.1s,15d45m46.1s,27,27,27,0,4,162,4
196,24d09m47.2s,15d47m30.5s,28,26,28,0,2,-36,2.26
197,24d09m47.2s,15d46m56.9s,89,82,87,-90,2,-18,1.79
198,24d09m47.3s,15d47m49.2s,25,23,24,0,2,39,2.90
199,24d09m47.7s,15d45m59.7s,48,41,46,0,4,43,3.42
200,24d09m47.7s,15d47m42.2s,91,91,91,0,2,-2,2.63
201,24d09m48.4s,15d46m3.5s,69,46,61,0,4,8,3.24
202,24d09m48.5s,15d45m57.3s,44,41,43,0,4,61,3.49
203,24d09m48.8s,15d48m39.5s,32,20,28,60,3,-94,4.99
204,24d09m49.0s,15d47m57.2s,87,83,86,-90,2,80,3.17
205,24d09m49.8s,15d48m8.2s,364,338,356,-90,2,152,3.61
206,24d09m49.8s,15d46m39.0s,36,31,34,-90,2,47,1.96
207,24d09m49.9s,15d46m48.7s,38,36,37,0,2,-5,1.76
208,24d09m50.3s,15d46m16.4s,27,23,25,0,4,-107,2.69
209,24d09m50.3s,15d45m55.0s,24,20,23,0,4,78,3.55
210,24d09m50.4s,15d45m42.5s,28,27,28,0,4,189,4.09
211,24d09m50.5s,15d46m22.0s,44,40,43,0,2,155,2.47
212,24d09m50.5s,15d45m44.8s,58,57,57,-90,4,169,3.98
213,24d09m51.0s,15d46m0.9s,73,65,71,0,4,25,3.29
214,24d09m51.1s,15d46m51.1s,16,16,16,0,2,-24,1.67
215,24d09m51.1s,15d47m44.3s,30,23,27,0,2,-14,2.60
216,24d09m51.4s,15d46m23.2s,17,16,17,0,2,142,2.40
217,24d09m51.4s,15d45m42.4s,28,28,28,0,4,189,4.08
218,24d09m51.6s,15d47m52.6s,28,26,28,-90,2,35,2.92
219,24d09m51.7s,15d46m14.0s,29,27,28,0,4,-87,2.74
220,24d09m52.1s,15d46m23.6s,24,23,24,0,2,136,2.37
221,24d09m52.1s,15d48m16.8s,69,49,62,0,2,207,3.93
222,24d09m52.2s,15d47m50.4s,46,37,43,-90,2,17,2.81
223,24d09m52.2s,15d46m39.5s,44,39,43,0,2,29,1.86
224,24d09m52.5s,15d46m57.9s,28,25,27,0,2,-62,1.54
225,24d09m52.6s,15d47m52.1s,25,24,25,0,2,26,2.88
226,24d09m53.0s,15d46m4.2s,28,24,27,0,4,-5,3.11
227,24d09m53.0s,15d45m37.0s,43,41,43,-90,4,234,4.29
228,24d09m53.0s,15d46m12.9s,24,22,23,0,4,-79,2.75
229,24d09m53.2s,15d46m49.3s,54,47,52,0,2,-34,1.60
230,24d09m53.2s,15d47m52.8s,25,25,25,0,2,26,2.88
231,24d09m53.3s,15d46m22.4s,32,26,30,0,2,136,2.38
232,24d09m53.6s,15d47m48.4s,24,21,23,0,2,-4,2.70
233,24d09m53.6s,15d46m0.2s,20,15,19,0,4,30,3.26
234,24d09m53.8s,15d46m50.1s,40,38,39,0,2,-41,1.57
235,24d09m54.1s,15d46m11.3s,26,23,25,0,4,-68,2.79
236,24d09m54.2s,15d45m59.8s,20,15,18,0,4,30,3.27
237,24d09m54.2s,15d47m47.5s,39,33,37,0,2,-13,2.65
238,24d09m54.5s,15d48m17.6s,47,46,46,-90,2,205,3.93
239,24d09m54.8s,15d47m58.4s,37,37,37,0,2,55,3.08
240,24d09m55.0s,15d46m15.3s,58,54,57,0,4,-104,2.60
241,24d09m55.2s,15d48m17.0s,30,28,29,-90,2,197,3.88
242,24d09m55.4s,15d47m2.9s,32,31,31,-90,2,-103,1.40
243,24d09m55.5s,15d47m1.8s,24,21,23,0,2,-99,1.40
244,24d09m55.6s,15d46m11.8s,27,20,25,0,4,-73,2.73
245,24d09m56.1s,15d46m59.6s,30,30,30,0,2,-97,1.37
246,24d09m56.1s,15d47m1.9s,58,58,58,-90,2,-105,1.37
247,24d09m56.2s,15d46m10.6s,19,18,18,-90,4,-63,2.77
248,24d09m56.7s,15d48m18.1s,68,65,67,-90,2,201,3.91
249,24d09m56.7s,15d48m9.7s,43,38,41,0,2,132,3.54
250,24d09m56.9s,15d47m22.4s,41,32,38,0,2,-138,1.67
251,24d09m57.1s,15d48m7.0s,25,23,25,-90,2,109,3.41
252,24d09m57.1s,15d47m46.4s,94,87,92,0,2,-38,2.53
253,24d09m57.2s,15d46m10.0s,33,31,32,-90,4,-60,2.77
254,24d09m57.3s,15d46m16.7s,28,25,27,0,4,-119,2.49
255,24d09m57.5s,15d46m11.2s,19,17,18,0,4,-71,2.71
256,24d09m57.8s,15d45m53.8s,27,25,26,0,4,78,3.46
257,24d09m58.0s,15d47m59.8s,170,160,167,-90,2,51,3.08
258,24d09m58.6s,15d46m34.7s,29,28,29,0,2,21,1.78
259,24d09m58.7s,15d47m53.1s,17,16,17,-90,2,2,2.78
260,24d09m59.8s,15d45m51.3s,16,14,15,0,4,98,3.54
261,24d09m59.8s,15d48m18.0s,74,52,66,0,2,191,3.86
262,24d10m0.1s,15d45m51.8s,17,17,17,0,4,93,3.51
263,24d10m0.2s,15d46m30.8s,40,35,39,0,2,40,1.86
264,24d10m0.4s,15d46m37.2s,39,31,37,0,2,-6,1.64
265,24d10m0.4s,15d47m56.0s,24,19,22,0,2,12,2.87
266,24d10m0.5s,15d46m4.3s,81,81,81,0,4,-15,2.95
267,24d10m0.6s,15d48m1.7s,26,22,24,0,2,53,3.11
268,24d10m0.7s,15d47m55.4s,22,18,21,0,2,8,2.84
269,24d10m0.8s,15d45m54.8s,40,38,39,0,4,66,3.36
270,24d10m1.4s,15d48m32.3s,57,57,57,0,1,-168,4.49
271,24d10m1.4s,15d47m55.9s,29,27,29,-90,2,6,2.85
272,24d10m1.6s,15d47m39.1s,78,76,77,0,2,-112,2.13
273,24d10m1.7s,15d47m58.9s,35,20,30,-70,2,26,2.97
274,24d10m2.0s,15d46m32.8s,42,39,41,0,2,16,1.74
275,24d10m2.2s,15d45m43.6s,117,113,116,-90,4,160,3.85
276,24d10m2.6s,15d45m53.6s,66,58,63,-90,4,71,3.39
277,24d10m2.6s,15d48m23.2s,22,19,21,0,1,-194,4.06
278,24d10m2.8s,15d48m2.0s,40,32,37,-90,2,46,3.09
279,24d10m3.2s,15d48m22.2s,24,21,23,0,1,-197,4
280,24d10m3.2s,15d46m35.3s,27,27,27,-90,2,-7,1.61
281,24d10m3.4s,15d48m23.2s,16,15,16,0,1,-189,4.05
282,24d10m3.4s,15d47m50.9s,18,17,17,0,2,-39,2.59
283,24d10m3.7s,15d48m23.0s,88,59,79,0,1,-188,4.04
284,24d10m4.1s,15d46m41.5s,25,24,25,-90,2,-53,1.37
285,24d10m4.2s,15d48m22.5s,20,17,19,0,1,-188,4.01
286,24d10m4.3s,15d46m42.9s,43,38,41,0,2,-64,1.32
287,24d10m4.3s,15d45m59.6s,69,68,69,-90,4,16,3.10
288,24d10m4.9s,15d46m11.4s,25,24,25,0,4,-84,2.56
289,24d10m4.9s,15d48m23.2s,19,19,19,0,1,-179,4.03
290,24d10m5.0s,15d46m1.1s,29,28,29,0,4,3,3.02
291,24d10m5.2s,15d46m37.8s,29,28,29,0,2,-34,1.46
292,24d10m5.2s,15d46m12.1s,21,18,20,0,4,-91,2.52
293,24d10m5.3s,15d46m29.6s,28,27,28,0,2,37,1.78
294,24d10m5.3s,15d46m51.2s,29,25,28,0,2,125,1.06
295,24d10m6.0s,15d45m39.7s,22,20,21,0,4,189,3.99
296,24d10m6.0s,15d46m6.8s,94,92,93,0,4,-48,2.75
297,24d10m6.2s,15d48m38.6s,51,49,51,0,1,123,4.74
298,24d10m6.4s,15d47m54.8s,158,158,158,0,2,-22,2.71
299,24d10m6.8s,15d48m44.5s,53,51,53,-90,1,137,5.01
300,24d10m7.0s,15d48m8.6s,194,166,185,-90,2,90,3.33
301,24d10m7.2s,15d47m49.8s,62,56,60,0,2,-66,2.48
302,24d10m7.4s,15d46m30.8s,29,26,28,0,2,38,1.67
303,24d10m7.6s,15d45m56.2s,24,24,24,0,4,40,3.21
304,24d10m7.6s,15d46m40.6s,42,41,42,-90,2,-66,1.29
305,24d10m7.8s,15d48m13.0s,62,55,60,-90,2,125,3.53
306,24d10m7.8s,15d45m53.0s,19,18,19,0,4,69,3.36
307,24d10m8.1s,15d48m19.6s,33,19,28,-39,2,179,3.83
308,24d10m8.1s,15d45m51.7s,25,19,23,0,4,81,3.41
309,24d10m8.2s,15d45m59.3s,26,25,25,0,4,13,3.06
310,24d10m8.3s,15d47m45.2s,80,76,79,0,2,-105,2.25
311,24d10m8.5s,15d46m26.3s,19,19,19,0,2,75,1.84
312,24d10m8.6s,15d45m56.4s,27,23,26,0,4,39,3.19
313,24d10m8.6s,15d45m53.6s,39,36,38,-90,4,64,3.32
314,24d10m8.8s,15d46m31.6s,48,37,44,0,2,-44,1.61
315,24d10m8.8s,15d46m10.6s,33,23,29,0,4,-85,2.53
316,24d10m9.1s,15d46m40.8s,36,36,36,-90,2,-77,1.24
317,24d10m9.1s,15d46m23.8s,90,78,86,-90,2,98,1.94
318,24d10m9.2s,15d46m44.2s,32,24,29,0,2,99,1.11
319,24d10m9.4s,15d46m12.9s,21,18,20,0,4,-105,2.42
320,24d10m9.5s,15d47m23.8s,55,43,51,-90,4,114,1.32
321,24d10m9.8s,15d45m46.9s,26,22,24,0,4,124,3.62
322,24d10m10.1s,15d48m1.9s,42,40,41,-90,2,26,2.99
323,24d10m10.6s,15d46m25.7s,21,20,20,0,2,90,1.83
324,24d10m11.2s,15d47m8.0s,53,50,52,0,4,179,0.75
325,24d10m11.8s,15d47m7.5s,34,30,32,0,4,179,0.71
326,24d10m11.9s,15d48m25.3s,25,21,24,0,1,-124,4.07
327,24d10m12.3s,15d48m39.0s,48,47,48,-90,1,73,4.71
