GLOBAL_ID,ID,RA_DMS,DEC_DMS,SEMI_MAJ_PC,SEMI_MIN_PC,AVG_RAD_PC,PA_DEG,CATALOGUE,SIZE_CLASS
1384,1384,24d10m57.8s,15d47m7.2s,16,16,16,0,A,tiny
1385,1385,24d10m57.8s,15d47m5.9s,21,21,21,0,A,small
1386,1386,24d10m58.0s,15d47m3.1s,22,22,22,0,A,small
1388,1388,24d10m58.4s,15d46m53.7s,41,41,41,0,A,giants
1389,1389,24d10m58.4s,15d47m25.3s,37,37,37,0,A,large
1390,1390,24d10m58.4s,15d48m12.5s,36,30,34,0,A,large
1391,1391,24d10m58.6s,15d46m59.7s,43,43,43,0,A,giants
1392,1392,24d10m58.6s,15d46m23.8s,36,33,35,90,A,large
1393,1393,24d10m58.7s,15d47m8.5s,35,35,35,0,A,large
1394,1394,24d10m58.7s,15d48m1.2s,33,31,33,90,A,large
1395,1395,24d10m58.8s,15d47m18.0s,32,32,32,0,A,large
1397,1397,24d10m59.4s,15d46m58.6s,66,56,63,0,A,giants
1398,1398,24d10m59.5s,15d48m20.0s,34,34,34,0,A,large
1399,1399,24d10m59.7s,15d46m55.9s,23,17,21,-30,A,small
1400,1400,24d10m59.8s,15d47m4.0s,19,19,19,0,A,small
1401,1401,24d10m59.8s,15d48m12.3s,21,21,21,0,A,small
1404,1404,24d10m60.0s,15d46m59.5s,25,25,25,0,A,medium
1406,1406,24d11m0.4s,15d47m2.2s,22,22,22,0,A,small
1407,1407,24d11m0.4s,15d46m11.9s,31,31,31,0,A,large
1408,1408,24d11m0.6s,15d46m29.2s,25,25,25,0,A,medium
1409,1409,24d11m0.6s,15d47m12.0s,34,25,31,0,A,large
1410,1410,24d11m0.6s,15d47m4.5s,31,31,31,0,A,large
1412,1412,24d11m1.2s,15d46m12.9s,27,27,27,0,A,medium
1413,1413,24d11m1.4s,15d47m60.0s,28,28,28,0,A,medium
1416,1416,24d11m2.0s,15d46m59.7s,51,51,51,0,A,giants
1418,1418,24d11m2.1s,15d47m8.4s,22,22,22,0,A,small
1420,1420,24d11m2.5s,15d46m10.6s,31,31,31,0,A,large
1421,1421,24d11m2.6s,15d46m12.1s,30,21,27,0,A,medium
1422,1422,24d11m2.7s,15d47m9.4s,48,30,42,90,A,giants
1423,1423,24d11m2.7s,15d47m3.1s,15,15,15,0,A,tiny
1425,1425,24d11m2.9s,15d48m5.0s,28,27,28,0,A,medium
1426,1426,24d11m3.0s,15d47m6.3s,20,19,20,90,A,small
1427,1427,24d11m3.0s,15d46m59.2s,31,29,31,0,A,large
1428,1428,24d11m3.1s,15d47m8.0s,38,35,37,-60,A,large
1429,1429,24d11m3.1s,15d46m36.4s,12,12,12,0,A,tiny
1431,1431,24d11m3.3s,15d46m9.8s,18,17,18,90,A,small
1433,1433,24d11m3.9s,15d46m13.9s,95,74,88,0,A,giants
1434,1434,24d11m4.1s,15d47m58.2s,24,24,24,0,A,medium
1435,1435,24d11m4.1s,15d46m10.9s,36,36,36,0,A,large
1436,1436,24d11m4.2s,15d45m26.8s,23,23,23,0,A,small
1437,1437,24d11m4.3s,15d47m0.4s,32,32,32,0,A,large
1438,1438,24d11m4.5s,15d46m59.1s,32,32,32,0,A,large
1439,1439,24d11m4.6s,15d46m57.5s,16,16,16,0,A,tiny
1440,1440,24d11m4.7s,15d46m31.2s,32,32,32,0,A,large
1441,1441,24d11m4.7s,15d47m54.5s,53,52,52,0,A,giants
1442,1442,24d11m4.8s,15d47m17.1s,46,46,46,0,A,giants
1443,1443,24d11m4.8s,15d48m0.8s,28,26,28,90,A,medium
1444,1444,24d11m5.0s,15d46m44.6s,26,26,26,0,A,medium
1445,1445,24d11m5.0s,15d46m10.3s,40,40,40,0,A,large
1446,1446,24d11m5.4s,15d46m34.2s,14,14,14,0,A,tiny
1448,1448,24d11m5.5s,15d46m30.8s,80,80,80,0,A,giants
1449,1449,24d11m5.7s,15d46m2.6s,16,16,16,0,A,tiny
1451,1451,24d11m5.9s,15d45m32.7s,28,17,25,90,A,medium
1452,1452,24d11m5.9s,15d47m19.2s,27,27,27,0,A,medium
1453,1453,24d11m5.9s,15d46m31.6s,14,14,14,0,A,tiny
1455,1455,24d11m6.2s,15d47m18.8s,34,34,34,0,A,large
1456,1456,24d11m6.2s,15d46m38.4s,20,18,19,0,A,small
1459,1459,24d11m6.9s,15d46m13.1s,20,20,20,0,A,small
1460,1460,24d11m6.9s,15d47m15.4s,22,22,22,0,A,small
1461,1461,24d11m7.0s,15d46m39.7s,44,44,44,0,A,giants
1462,1462,24d11m7.1s,15d46m30.5s,21,21,21,0,A,small
1463,1463,24d11m7.1s,15d47m11.7s,19,19,19,0,A,small
1464,1464,24d11m7.3s,15d48m5.5s,37,37,37,0,A,large
1465,1465,24d11m7.3s,15d46m33.7s,16,16,16,0,A,tiny
1467,1467,24d11m7.4s,15d47m10.8s,42,23,36,90,A,large
1470,1470,24d11m7.4s,15d46m59.6s,55,52,54,90,A,giants
1471,1471,24d11m7.6s,15d47m17.3s,18,17,18,90,A,small
1475,1475,24d11m7.8s,15d47m15.5s,23,23,23,0,A,small
1477,1477,24d11m7.9s,15d46m55.6s,23,23,23,0,A,small
1478,1478,24d11m8.0s,15d46m39.6s,19,19,19,0,A,small
1479,1479,24d11m8.1s,15d47m1.8s,22,22,22,0,A,small
1480,1480,24d11m8.2s,15d46m40.5s,25,25,25,0,A,medium
1481,1481,24d11m8.3s,15d46m38.9s,20,19,20,90,A,small
1483,1483,24d11m8.3s,15d47m3.8s,25,25,25,90,A,medium
1484,1484,24d11m8.3s,15d47m17.0s,18,13,16,30,A,tiny
1485,1485,24d11m8.4s,15d47m6.1s,12,12,12,90,A,tiny
1486,1486,24d11m8.4s,15d47m2.3s,17,17,17,0,A,tiny
1487,1487,24d11m8.4s,15d46m32.8s,24,24,24,0,A,medium
1488,1488,24d11m8.5s,15d46m30.3s,18,17,18,0,A,small
1489,1489,24d11m8.9s,15d46m55.3s,25,25,25,0,A,medium
1490,1490,24d11m8.9s,15d47m17.9s,20,20,20,0,A,small
1491,1491,24d11m9.0s,15d46m32.3s,44,37,41,90,A,giants
1492,1492,24d11m9.0s,15d47m3.3s,43,35,40,-20,A,large
1493,1493,24d11m9.0s,15d47m11.4s,21,21,21,0,A,small
1494,1494,24d11m9.1s,15d46m32.9s,55,43,51,0,A,giants
1495,1495,24d11m9.1s,15d46m58.0s,33,33,33,0,A,large
1496,1496,24d11m9.2s,15d48m2.9s,18,18,18,0,A,small
1498,1498,24d11m9.4s,15d47m17.4s,37,37,37,0,A,large
1499,1499,24d11m9.4s,15d46m31.0s,15,14,15,0,A,tiny
1500,1500,24d11m9.4s,15d47m6.1s,24,24,24,0,A,medium
1501,1501,24d11m9.4s,15d46m37.3s,29,29,29,0,A,medium
1502,1502,24d11m9.4s,15d46m56.4s,53,53,53,0,A,giants
1503,1503,24d11m9.5s,15d47m15.9s,12,10,11,0,A,tiny
1504,1504,24d11m9.5s,15d47m19.1s,42,42,42,0,A,giants
1505,1505,24d11m9.6s,15d46m34.5s,69,56,64,50,A,giants
1509,1509,24d11m9.8s,15d46m32.2s,12,12,12,90,A,tiny
1510,1510,24d11m10.1s,15d47m6.1s,51,51,51,0,A,giants
1511,1511,24d11m10.1s,15d46m38.5s,20,20,20,0,A,small
1512,1512,24d11m10.1s,15d47m4.8s,11,8,10,90,A,tiny
1513,1513,24d11m10.4s,15d47m6.1s,33,33,33,0,A,large
1514,1514,24d11m10.5s,15d46m59.2s,29,29,29,0,A,medium
1515,1515,24d11m10.5s,15d47m12.5s,28,27,28,0,A,medium
1516,1516,24d11m10.5s,15d47m2.7s,49,32,43,50,A,giants
1517,1517,24d11m10.6s,15d47m16.8s,17,16,16,90,A,tiny
1518,1518,24d11m10.6s,15d47m1.6s,111,65,96,40,A,giants
1519,1519,24d11m10.7s,15d46m49.8s,53,53,53,0,A,giants
1522,1522,24d11m10.9s,15d46m50.8s,40,40,40,0,A,large
1523,1523,24d11m11.0s,15d46m32.9s,58,58,58,0,A,giants
1524,1524,24d11m11.0s,15d46m11.2s,22,22,22,0,A,small
1525,1525,24d11m11.0s,15d47m6.2s,26,26,26,0,A,medium
1526,1526,24d11m11.1s,15d47m15.4s,15,15,15,0,A,tiny
1527,1527,24d11m11.2s,15d47m2.9s,27,24,26,90,A,medium
1528,1528,24d11m11.3s,15d46m58.0s,33,33,33,90,A,large
1529,1529,24d11m11.3s,15d47m0.4s,20,20,20,0,A,small
1530,1530,24d11m11.5s,15d47m5.0s,18,17,18,90,A,small
1531,1531,24d11m11.5s,15d47m1.8s,19,18,19,0,A,small
1532,1532,24d11m11.5s,15d46m50.1s,50,50,50,0,A,giants
1533,1533,24d11m11.5s,15d45m35.1s,19,19,19,0,A,small
1535,1535,24d11m11.7s,15d47m1.4s,20,20,20,0,A,small
1537,1537,24d11m11.8s,15d46m56.7s,29,29,29,0,A,medium
1538,1538,24d11m11.8s,15d46m13.6s,19,19,19,40,A,small
1539,1539,24d11m11.8s,15d47m2.5s,16,14,15,90,A,tiny
1540,1540,24d11m12.3s,15d46m49.6s,11,10,11,90,A,tiny
1541,1541,24d11m12.4s,15d47m5.4s,32,30,31,90,A,large
1542,1542,24d11m12.6s,15d46m51.6s,28,28,28,0,A,medium
1543,1543,24d11m12.6s,15d46m44.3s,29,29,29,0,A,medium
1544,1544,24d11m12.7s,15d45m38.0s,30,30,30,0,A,large
1545,1545,24d11m12.7s,15d47m34.4s,58,48,55,0,A,giants
1546,1546,24d11m12.7s,15d47m10.3s,22,22,22,0,A,small
1547,1547,24d11m12.7s,15d46m59.3s,45,45,45,0,A,giants
1548,1548,24d11m12.8s,15d47m3.6s,14,14,14,0,A,tiny
1550,1550,24d11m13.3s,15d46m45.8s,81,65,76,60,A,giants
1552,1552,24d11m13.5s,15d46m42.7s,14,13,13,90,A,tiny
1553,1553,24d11m13.6s,15d46m46.3s,21,21,21,0,A,small
1555,1555,24d11m13.6s,15d46m13.4s,119,76,104,80,A,giants
1557,1557,24d11m13.8s,15d47m0.9s,32,32,32,0,A,large
1558,1558,24d11m14.1s,15d47m34.6s,38,30,35,0,A,large
1559,1559,24d11m14.2s,15d46m50.9s,25,24,25,0,A,medium
1560,1560,24d11m14.3s,15d47m5.4s,48,48,48,0,A,giants
1561,1561,24d11m14.4s,15d46m27.6s,36,36,36,0,A,large
1562,1562,24d11m14.4s,15d46m31.7s,79,79,79,0,A,giants
1564,1564,24d11m14.9s,15d46m51.3s,20,20,20,0,A,small
1565,1565,24d11m15.0s,15d46m48.4s,19,18,19,90,A,small
1567,1567,24d11m15.2s,15d47m47.9s,35,24,31,0,A,large
1568,1568,24d11m15.2s,15d46m29.0s,19,19,19,0,A,small
1569,1569,24d11m15.4s,15d45m39.6s,22,21,22,90,A,small
1570,1570,24d11m15.5s,15d46m49.4s,24,24,24,0,A,medium
1571,1571,24d11m15.9s,15d46m26.2s,32,32,32,0,A,large
1572,1572,24d11m15.9s,15d46m32.2s,15,14,15,0,A,tiny
1573,1573,24d11m16.2s,15d46m48.1s,55,55,55,0,A,giants
1575,1575,24d11m16.4s,15d46m56.7s,21,21,21,0,A,small
1576,1576,24d11m16.4s,15d45m41.2s,18,18,18,0,A,small
1577,1577,24d11m16.5s,15d46m52.9s,46,46,46,0,A,giants
1578,1578,24d11m16.9s,15d46m12.4s,27,26,27,90,A,medium
1581,1581,24d11m17.0s,15d46m28.2s,36,36,36,0,A,large
1582,1582,24d11m17.0s,15d46m26.9s,24,23,24,0,A,medium
1583,1583,24d11m17.0s,15d46m24.5s,42,42,42,0,A,giants
1584,1584,24d11m17.1s,15d45m23.5s,49,49,49,0,A,giants
1585,1585,24d11m17.1s,15d46m29.0s,20,20,20,0,A,small
1586,1586,24d11m17.7s,15d46m23.8s,21,16,19,0,A,small
1587,1587,24d11m17.8s,15d46m57.4s,27,27,27,0,A,medium
1588,1588,24d11m17.8s,15d46m15.6s,25,25,25,0,A,medium
1589,1589,24d11m18.3s,15d47m34.1s,21,21,21,0,A,small
1591,1591,24d11m18.6s,15d45m45.4s,33,33,33,0,A,large
1592,1592,24d11m18.7s,15d45m56.5s,38,38,38,0,A,large
1593,1593,24d11m18.9s,15d45m53.8s,64,64,64,0,A,giants
1594,1594,24d11m19.1s,15d46m25.2s,20,20,20,0,A,small
1595,1595,24d11m19.2s,15d46m26.2s,19,19,19,0,A,small
1596,1596,24d11m19.4s,15d46m25.0s,43,43,43,0,A,giants
1597,1597,24d11m19.7s,15d47m30.6s,31,31,31,0,A,large
1598,1598,24d11m19.9s,15d45m54.2s,37,37,37,0,A,large
1599,1599,24d11m20.3s,15d46m15.8s,37,37,37,0,A,large
1600,1600,24d11m20.5s,15d47m32.6s,27,27,27,0,A,medium
1602,1602,24d11m20.7s,15d45m49.5s,37,37,37,0,A,large
1603,1603,24d11m20.9s,15d46m11.0s,43,41,42,90,A,giants
1604,1604,24d11m20.9s,15d45m46.5s,21,21,21,0,A,small
1605,1605,24d11m21.2s,15d46m21.9s,46,46,46,0,A,giants
1606,1606,24d11m21.3s,15d46m12.6s,40,40,40,0,A,large
1607,1607,24d11m21.3s,15d47m31.3s,17,17,17,0,A,tiny
1608,1608,24d11m21.4s,15d46m9.2s,82,82,82,0,A,giants
1610,1610,24d11m22.1s,15d46m17.8s,28,28,28,0,A,medium
1613,1613,24d11m22.4s,15d46m6.4s,56,56,56,0,A,giants
1615,1615,24d11m23.4s,15d46m13.1s,24,24,24,0,A,medium
1616,1616,24d11m24.9s,15d45m52.0s,31,31,31,0,A,large
1617,1617,24d11m25.6s,15d46m54.3s,61,37,53,90,A,giants
1619,1619,24d11m26.5s,15d46m51.5s,48,48,48,0,A,giants
1620,1620,24d11m26.9s,15d47m1.4s,38,30,36,-60,A,large
1621,1621,24d11m27.7s,15d46m51.5s,8,8,8,0,A,tiny
1623,1623,24d11m28.1s,15d45m21.6s,13,13,13,0,A,tiny
1626,1626,24d11m28.6s,15d46m54.8s,26,26,26,0,A,medium
1627,1627,24d11m28.7s,15d46m50.0s,19,19,19,0,A,small
1629,1629,24d11m29.4s,15d47m0.5s,18,18,18,0,A,small
1630,1630,24d11m29.5s,15d46m49.0s,18,18,18,0,A,small
1632,1632,24d11m29.9s,15d46m0.7s,37,37,37,0,A,large
1633,1633,24d11m30.0s,15d46m54.7s,34,34,34,0,A,large
1634,1634,24d11m30.0s,15d46m50.3s,11,11,11,0,A,tiny
1635,1635,24d11m30.5s,15d47m0.4s,13,13,13,0,A,tiny
1636,1636,24d11m30.7s,15d46m59.7s,62,47,57,-60,A,giants
1637,1637,24d11m30.7s,15d46m49.3s,36,36,36,0,A,large
1638,1638,24d11m31.7s,15d46m56.8s,21,21,21,0,A,small
1639,1639,24d11m31.7s,15d46m58.6s,34,33,34,90,A,large
1640,1640,24d11m32.2s,15d46m15.4s,31,31,31,0,A,large
1641,1641,24d11m32.8s,15d46m58.9s,39,39,39,0,A,large
1642,1642,24d11m33.0s,15d45m28.4s,18,18,18,0,A,small
1643,1643,24d11m34.0s,15d46m44.3s,31,31,31,0,A,large
1644,1644,24d11m34.5s,15d45m29.3s,45,45,45,0,A,giants
1645,1645,24d11m34.7s,15d45m31.5s,24,22,23,0,A,small
1646,1646,24d11m34.7s,15d45m42.0s,42,42,42,0,A,giants
1649,1649,24d11m36.9s,15d45m28.6s,17,17,17,0,A,tiny
1650,1650,24d11m36.9s,15d45m27.2s,19,19,19,0,A,small
1651,1651,24d11m37.1s,15d45m27.9s,15,15,15,0,A,tiny
1652,1652,24d11m37.1s,15d45m29.1s,18,18,18,0,A,small
1653,1653,24d11m37.7s,15d46m37.4s,22,22,22,0,A,small
1655,1655,24d11m38.3s,15d45m41.2s,9,9,9,0,A,tiny
1656,1656,24d11m38.6s,15d45m27.8s,19,13,17,-10,A,tiny
1657,1657,24d11m39.4s,15d45m42.9s,39,39,39,0,A,large
1658,1658,24d11m43.3s,15d45m46.0s,13,12,13,0,A,tiny
1659,1659,24d11m44.1s,15d45m50.6s,24,24,24,0,A,medium
1660,1660,24d11m44.2s,15d45m59.8s,22,22,22,0,A,small
1661,1661,24d11m44.2s,15d45m43.9s,20,20,20,0,A,small
1662,1662,24d11m45.0s,15d45m44.4s,23,23,23,0,A,small
1665,1665,24d11m45.3s,15d45m48.7s,18,18,18,0,A,small
1667,1667,24d11m45.7s,15d45m42.3s,25,25,25,0,A,medium
1668,1668,24d11m45.8s,15d45m52.7s,30,30,30,0,A,large
1669,1669,24d11m45.8s,15d45m38.8s,43,35,40,0,A,large
1670,1670,24d11m46.2s,15d45m46.0s,48,48,48,0,A,giants
1677,1677,24d11m47.4s,15d45m44.9s,44,44,44,0,A,giants
1678,1678,24d11m47.6s,15d46m5.5s,48,48,48,0,A,giants
1679,1679,24d11m47.7s,15d45m47.2s,26,26,26,0,A,medium
1682,1682,24d11m47.9s,15d45m42.3s,41,41,41,0,A,giants
1683,1683,24d11m48.0s,15d46m8.0s,37,37,37,0,A,large
1684,1684,24d11m48.2s,15d45m35.8s,26,26,26,0,A,medium
1685,1685,24d11m48.4s,15d45m47.2s,35,22,31,-20,A,large
1686,1686,24d11m48.6s,15d45m48.3s,31,31,31,0,A,large
1687,1687,24d11m49.0s,15d46m11.1s,29,29,29,0,A,medium
1688,1688,24d11m49.3s,15d45m36.3s,23,23,23,0,A,small
1690,1690,24d11m49.7s,15d46m8.1s,20,20,20,0,A,small
1691,1691,24d11m49.8s,15d46m16.8s,36,36,36,0,A,large
1692,1692,24d11m50.0s,15d46m12.1s,39,39,39,0,A,large
1694,1694,24d11m51.6s,15d45m46.3s,24,24,24,0,A,medium
1695,1,24d08m58.8s,15d47m41.2s,28,28,28,0,B,medium
1696,2,24d09m2.4s,15d48m2.7s,37,37,37,0,B,large
1697,3,24d09m4.3s,15d47m33.3s,53,50,52,0,B,giants
1698,4,24d09m8.1s,15d47m30.0s,56,53,55,0,B,giants
1699,5,24d09m14.2s,15d48m6.5s,53,53,53,0,B,giants
1700,6,24d09m17.6s,15d47m1.3s,39,39,39,0,B,large
1701,7,24d09m18.3s,15d48m3.8s,29,29,29,0,B,medium
1702,8,24d09m23.7s,15d48m14.1s,25,25,25,0,B,medium
1703,9,24d09m26.5s,15d47m16.3s,36,36,36,0,B,large
1704,10,24d09m27.0s,15d47m1.7s,95,90,94,0,B,giants
1705,11,24d09m27.9s,15d47m9.6s,26,26,26,0,B,medium
1706,12,24d09m28.6s,15d47m8.8s,22,22,22,0,B,small
1707,13,24d09m31.6s,15d47m2.2s,34,34,34,0,B,large
1708,14,24d09m31.9s,15d47m6.9s,33,33,33,0,B,large
1709,15,24d09m32.9s,15d47m1.0s,48,48,48,0,B,giants
1710,16,24d09m33.6s,15d47m7.1s,27,27,27,0,B,medium
1711,17,24d09m33.6s,15d47m0.4s,32,32,32,0,B,large
1712,18,24d09m33.7s,15d47m13.4s,33,33,33,0,B,large
1713,19,24d09m34.5s,15d47m2.0s,72,72,72,0,B,giants
1714,20,24d09m34.7s,15d47m6.0s,19,19,19,0,B,small
1715,21,24d09m35.0s,15d46m40.3s,40,40,40,0,B,large
1716,22,24d09m35.8s,15d47m6.1s,45,45,45,0,B,giants
1717,23,24d09m36.0s,15d47m0.6s,26,26,26,0,B,medium
1718,24,24d09m36.1s,15d46m59.9s,30,30,30,0,B,large
1719,25,24d09m36.3s,15d46m41.0s,32,25,30,0,B,large
1720,26,24d09m36.7s,15d47m54.5s,26,25,26,90,B,medium
1721,27,24d09m37.1s,15d47m1.2s,33,33,33,0,B,large
1722,28,24d09m37.3s,15d46m40.4s,26,25,26,-90,B,medium
1723,29,24d09m37.3s,15d46m15.2s,45,45,45,0,B,giants
1724,30,24d09m37.5s,15d47m30.2s,56,53,55,0,B,giants
1725,31,24d09m37.6s,15d47m26.2s,32,29,31,-90,B,large
1726,32,24d09m37.7s,15d47m6.8s,42,42,42,0,B,giants
1728,34,24d09m38.3s,15d46m6.9s,107,107,107,0,B,giants
1729,35,24d09m38.6s,15d46m47.4s,59,59,59,0,B,giants
1730,36,24d09m39.1s,15d47m20.5s,43,43,43,0,B,giants
1731,37,24d09m39.2s,15d47m28.7s,29,26,28,-90,B,medium
1732,38,24d09m39.3s,15d47m48.4s,71,70,71,0,B,giants
1733,39,24d09m39.5s,15d47m13.7s,68,68,68,0,B,giants
1734,40,24d09m39.8s,15d45m55.7s,33,30,32,0,B,large
1735,41,24d09m40.3s,15d47m28.7s,37,34,36,-90,B,large
1736,42,24d09m40.3s,15d47m24.4s,20,20,20,0,B,small
1737,43,24d09m40.4s,15d46m51.8s,140,85,122,-30,B,edgeLarge
1738,44,24d09m40.8s,15d47m9.8s,19,19,19,0,B,small
1739,45,24d09m41.0s,15d47m23.6s,23,23,23,0,B,small
1741,47,24d09m41.2s,15d47m10.5s,38,38,38,0,B,large
1743,49,24d09m41.7s,15d47m0.0s,29,29,29,0,B,medium
1744,50,24d09m41.8s,15d47m18.6s,25,25,25,0,B,medium
1745,51,24d09m42.3s,15d47m24.1s,40,40,40,0,B,large
1746,52,24d09m42.3s,15d47m2.8s,28,28,28,0,B,medium
1747,53,24d09m42.4s,15d45m51.0s,30,28,30,0,B,large
1748,54,24d09m42.6s,15d45m51.9s,25,22,24,0,B,medium
1749,55,24d09m42.9s,15d47m22.8s,49,49,49,0,B,giants
1750,56,24d09m43.1s,15d47m48.2s,38,33,37,90,B,large
1751,57,24d09m43.1s,15d47m15.0s,56,56,56,0,B,giants
1752,58,24d09m43.2s,15d46m45.1s,64,64,64,0,B,giants
1754,60,24d09m43.3s,15d47m20.6s,53,53,53,0,B,giants
1755,61,24d09m43.5s,15d46m9.9s,22,22,22,0,B,small
1756,62,24d09m43.8s,15d45m53.8s,53,50,52,90,B,giants
1757,63,24d09m43.9s,15d47m23.4s,26,26,26,0,B,medium
1758,64,24d09m43.9s,15d47m29.7s,35,35,35,0,B,large
1760,66,24d09m44.4s,15d45m53.2s,26,24,26,0,B,medium
1761,67,24d09m44.5s,15d46m2.5s,37,34,36,0,B,large
1762,68,24d09m44.7s,15d46m50.8s,34,34,34,0,B,large
1763,69,24d09m44.8s,15d46m49.6s,56,54,55,0,B,giants
1764,70,24d09m45.0s,15d46m19.5s,15,15,15,0,B,tiny
1765,71,24d09m45.2s,15d47m29.0s,37,37,37,0,B,large
1766,72,24d09m45.2s,15d47m31.7s,50,50,50,0,B,giants
1767,73,24d09m45.2s,15d47m1.0s,32,32,32,0,B,large
1768,74,24d09m45.3s,15d47m26.0s,110,110,110,0,B,giants
1769,75,24d09m45.3s,15d46m4.5s,30,25,29,0,B,medium
1770,76,24d09m45.4s,15d47m21.7s,26,26,26,0,B,medium
1771,77,24d09m45.8s,15d47m30.1s,34,34,34,0,B,large
1772,78,24d09m45.9s,15d47m22.8s,20,20,20,0,B,small
1773,79,24d09m46.2s,15d47m56.8s,41,40,41,90,B,giants
1774,80,24d09m46.3s,15d46m57.8s,66,66,66,0,B,giants
1775,81,24d09m46.4s,15d47m14.8s,41,41,41,0,B,giants
1776,82,24d09m46.7s,15d47m13.4s,34,34,34,0,B,large
1777,83,24d09m46.9s,15d46m50.4s,21,21,21,0,B,small
1778,84,24d09m47.1s,15d46m56.3s,58,58,58,0,B,giants
1779,85,24d09m47.2s,15d47m24.6s,24,24,24,0,B,medium
1781,87,24d09m47.5s,15d47m11.9s,28,28,28,0,B,medium
1782,88,24d09m47.6s,15d45m59.7s,36,34,35,0,B,large
1783,89,24d09m47.9s,15d47m31.6s,29,29,29,0,B,medium
1784,90,24d09m48.2s,15d47m41.8s,82,82,82,0,B,giants
1785,91,24d09m48.3s,15d46m0.5s,40,40,40,0,B,large
1786,92,24d09m48.4s,15d46m7.9s,87,83,86,0,B,giants
1787,93,24d09m48.5s,15d47m37.3s,52,49,51,-90,B,giants
1788,94,24d09m48.5s,15d47m44.4s,52,52,52,0,B,giants
1789,95,24d09m49.0s,15d46m10.7s,34,32,34,0,B,large
1790,96,24d09m49.4s,15d45m55.1s,37,34,36,90,B,large
1792,98,24d09m49.7s,15d47m44.1s,24,20,22,90,B,small
1793,99,24d09m49.7s,15d46m6.6s,50,50,50,0,B,giants
1794,100,24d09m49.7s,15d46m47.4s,27,27,27,0,B,medium
1795,101,24d09m49.8s,15d47m33.0s,25,25,25,0,B,medium
1796,102,24d09m49.8s,15d47m46.9s,67,67,67,0,B,giants
1797,103,24d09m49.8s,15d47m43.4s,15,15,15,0,B,tiny
1798,104,24d09m49.9s,15d46m48.5s,19,17,18,0,B,small
1799,105,24d09m49.9s,15d46m17.2s,25,25,25,0,B,medium
1800,106,24d09m50.1s,15d47m42.0s,18,18,18,0,B,small
1801,107,24d09m50.4s,15d46m8.3s,24,24,24,0,B,medium
1802,108,24d09m50.5s,15d45m42.5s,34,29,33,0,B,large
1803,109,24d09m50.5s,15d46m21.9s,50,48,49,90,B,giants
1804,110,24d09m50.5s,15d47m48.5s,21,21,21,0,B,small
1805,111,24d09m50.6s,15d46m10.2s,25,25,25,0,B,medium
1806,112,24d09m50.8s,15d47m42.9s,33,19,28,70,B,medium
1807,113,24d09m50.9s,15d46m39.0s,29,29,29,0,B,medium
1808,114,24d09m51.0s,15d45m43.2s,45,42,44,90,B,giants
1809,115,24d09m51.1s,15d46m51.1s,17,17,17,0,B,tiny
1810,116,24d09m51.2s,15d47m48.6s,25,24,25,0,B,medium
1811,117,24d09m51.4s,15d45m48.1s,45,45,45,0,B,giants
1813,119,24d09m52.0s,15d46m39.4s,26,24,26,-90,B,medium
1814,120,24d09m52.0s,15d47m46.9s,24,21,23,90,B,small
1815,121,24d09m52.1s,15d46m5.4s,40,40,40,0,B,large
1816,122,24d09m52.2s,15d47m44.7s,26,26,26,0,B,medium
1817,123,24d09m52.4s,15d47m35.6s,31,31,31,0,B,large
1818,124,24d09m52.8s,15d47m11.8s,53,52,52,-90,B,giants
1819,125,24d09m52.8s,15d46m4.1s,25,25,25,0,B,medium
1820,126,24d09m53.0s,15d45m57.1s,32,30,31,0,B,large
1821,127,24d09m53.1s,15d46m10.1s,42,40,41,90,B,giants
1822,128,24d09m53.1s,15d45m53.1s,214,210,213,0,B,edgeLarge
1823,129,24d09m53.3s,15d46m7.4s,127,119,124,0,B,edgeLarge
1824,130,24d09m53.4s,15d46m22.6s,40,40,40,0,B,large
1825,131,24d09m53.4s,15d46m49.7s,29,24,27,0,B,medium
1826,132,24d09m53.6s,15d47m48.3s,30,28,30,90,B,large
1827,133,24d09m53.7s,15d46m5.1s,20,20,20,0,B,small
1828,134,24d09m53.8s,15d45m44.8s,106,93,101,0,B,giants
1829,135,24d09m54.0s,15d47m37.0s,20,20,20,0,B,small
1830,136,24d09m54.1s,15d47m39.2s,26,26,26,0,B,medium
1831,137,24d09m54.3s,15d46m1.2s,32,22,29,0,B,medium
1832,138,24d09m54.4s,15d47m45.2s,25,25,25,0,B,medium
1833,139,24d09m54.4s,15d46m39.6s,30,30,30,0,B,large
1834,140,24d09m54.6s,15d48m1.9s,31,31,31,0,B,large
1835,141,24d09m54.9s,15d46m10.1s,25,25,25,0,B,medium
1836,142,24d09m55.0s,15d46m2.8s,36,29,34,90,B,large
1837,143,24d09m55.3s,15d46m8.8s,38,36,37,0,B,large
1838,144,24d09m55.3s,15d46m15.3s,42,42,42,0,B,giants
1839,145,24d09m55.4s,15d46m37.5s,38,37,38,0,B,large
1840,146,24d09m56.0s,15d46m7.1s,28,28,28,0,B,medium
1841,147,24d09m56.1s,15d47m2.2s,23,23,23,0,B,small
1842,148,24d09m56.1s,15d46m13.1s,53,52,52,0,B,giants
1843,149,24d09m56.2s,15d47m1.3s,25,25,25,0,B,medium
1844,150,24d09m56.3s,15d46m2.3s,36,34,35,90,B,large
1845,151,24d09m56.4s,15d46m37.3s,20,20,20,0,B,small
