GLOBAL_ID,ID,RA_DMS,DEC_DMS,SEMI_MAJ_PC,SEMI_MIN_PC,AVG_RAD_PC,PA_DEG,ARM,DIST_ARM_PC,GAL_RAD_KPC,CATALOGUE
2497,803,24d11m44.8s,15d45m40.5s,53,53,53,0,2,25,5.28,B
2499,805,24d11m45.2s,15d45m42.2s,58,56,57,90,2,28,5.24,B
2500,806,24d11m45.4s,15d45m48.4s,134,104,124,60,2,23,5.04,B
2504,810,24d11m46.3s,15d45m46.0s,42,42,42,0,2,31,5.15,B
2509,815,24d11m47.0s,15d45m33.9s,74,74,74,0,2,66,5.58,B
2510,816,24d11m47.7s,15d45m35.4s,58,58,58,0,2,66,5.55,B
2515,821,24d11m48.0s,15d45m42.3s,41,41,41,0,2,52,5.33,B
2518,824,24d11m48.7s,15d45m37.6s,63,63,63,0,2,68,5.51,B
2532,1,24d08m43.1s,15d48m35.9s,64,62,63,-90,4,-245,6.54,C
2533,2,24d08m48.3s,15d48m11.5s,59,53,57,50,3,217,5.6,C
2534,3,24d08m50.2s,15d48m25.8s,50,47,49,0,3,247,5.97,C
2535,4,24d08m51.2s,15d48m15.5s,73,67,71,-90,3,203,5.61,C
2536,5,24d08m51.5s,15d48m19.9s,46,43,45,-90,3,216,5.73,C
2537,6,24d08m52.3s,15d48m22.8s,44,41,43,-90,3,221,5.8,C
2538,7,24d08m53.8s,15d48m41.9s,44,42,43,0,3,285,6.4,C
2540,9,24d08m54.9s,15d48m13.7s,58,57,58,-90,3,167,5.42,C
2541,10,24d08m55.3s,15d48m16.8s,66,60,64,0,3,175,5.51,C
2546,15,24d08m57.1s,15d48m5.5s,156,110,141,60,3,130,5.11,C
2549,18,24d08m59.4s,15d48m23.5s,107,97,104,-90,3,166,5.59,C
2550,19,24d08m59.4s,15d47m52.4s,228,162,206,0,3,88,4.66,C
2551,20,24d08m59.7s,15d48m19.8s,77,64,72,-90,3,151,5.45,C
2555,24,24d09m2.5s,15d48m37.6s,93,84,90,0,3,202,5.99,C
2557,26,24d09m3.1s,15d47m35.8s,42,42,42,0,3,57,4.15,C
2558,27,24d09m3.8s,15d48m23.6s,61,59,60,-90,3,133,5.45,C
2559,28,24d09m4.0s,15d48m10.5s,179,176,178,0,3,84,5.01,C
2572,41,24d09m8.2s,15d47m22.1s,61,61,61,0,3,29,3.7,C
2577,46,24d09m10.9s,15d48m11.3s,48,46,47,0,3,31,4.8,C
2579,48,24d09m11.6s,15d47m16.6s,48,38,44,0,3,10,3.49,C
2581,50,24d09m12.3s,15d48m12.9s,64,64,64,0,3,26,4.81,C
2582,51,24d09m12.3s,15d48m2.6s,74,66,72,-90,3,-3,4.47,C
2583,52,24d09m12.9s,15d48m11.0s,61,52,58,0,3,14,4.73,C
2585,54,24d09m13.4s,15d48m15.0s,49,43,47,-90,3,28,4.85,C
2590,59,24d09m14.2s,15d48m5.4s,43,36,41,0,3,-12,4.5,C
2597,66,24d09m16.9s,15d47m3.7s,103,91,99,0,3,11,3.17,C
2598,67,24d09m17.5s,15d48m13.4s,65,46,59,-90,3,-8,4.66,C
2600,69,24d09m20.9s,15d48m9.6s,62,46,56,0,3,-50,4.42,C
2601,70,24d09m21.4s,15d48m1.3s,235,198,223,-90,3,-79,4.12,C
2606,75,24d09m26.4s,15d47m16.4s,42,40,41,0,3,-110,2.83,C
2608,77,24d09m26.7s,15d47m5.5s,66,56,63,0,3,-71,2.73,C
2611,80,24d09m27.3s,15d48m22.5s,44,38,42,0,3,-48,4.73,C
2616,85,24d09m28.6s,15d48m28.7s,71,63,68,0,3,-30,4.94,C
2617,86,24d09m28.8s,15d48m14.2s,74,68,72,0,3,-95,4.36,C
2627,96,24d09m31.1s,15d48m26.0s,64,48,58,0,3,-60,4.77,C
2629,98,24d09m31.6s,15d47m3.8s,78,69,75,0,2,92,2.5,C
2640,109,24d09m33.4s,15d47m59.8s,65,56,62,0,3,-183,3.7,C
2642,111,24d09m33.7s,15d48m17.2s,108,91,103,0,3,-122,4.35,C
2643,112,24d09m34.5s,15d48m27.2s,62,62,62,0,3,-79,4.74,C
2644,113,24d09m34.6s,15d46m40.4s,50,36,45,0,2,143,2.55,C
2645,114,24d09m34.8s,15d48m32.8s,70,56,66,-90,3,-52,4.96,C
2647,116,24d09m35.2s,15d48m30.5s,50,48,50,0,3,-68,4.86,C
2648,117,24d09m35.6s,15d47m6.2s,67,58,64,0,2,55,2.32,C
2649,118,24d09m35.6s,15d48m26.1s,49,43,47,0,3,-92,4.67,C
2651,120,24d09m35.8s,15d47m8.1s,47,42,45,0,2,49,2.32,C
2654,123,24d09m36.4s,15d47m54.5s,44,39,43,-90,2,140,3.41,C
2656,125,24d09m36.6s,15d48m28.2s,62,62,62,0,3,-89,4.73,C
2663,132,24d09m37.3s,15d47m30.4s,57,52,55,0,2,40,2.63,C
2664,133,24d09m37.5s,15d46m59.4s,48,44,47,0,2,50,2.22,C
2670,139,24d09m38.5s,15d48m9.6s,52,38,47,0,3,-189,3.93,C
2689,158,24d09m42.1s,15d47m14.9s,56,47,53,-90,2,-12,2.12,C
2694,163,24d09m42.8s,15d48m31.2s,54,50,53,-90,3,-112,4.73,C
2696,165,24d09m43.1s,15d46m41.1s,42,40,41,0,2,80,2.18,C
2697,166,24d09m43.2s,15d47m15.1s,55,53,54,0,2,-21,2.07,C
2698,167,24d09m43.2s,15d48m33.8s,77,71,75,0,3,-98,4.84,C
2704,173,24d09m44.5s,15d48m35.5s,78,75,77,0,3,-95,4.89,C
2710,179,24d09m45.4s,15d46m57.8s,60,59,60,-90,2,-7,1.87,C
2711,180,24d09m45.5s,15d46m4.5s,53,33,46,0,4,6,3.28,C
2714,183,24d09m45.9s,15d47m56.4s,42,42,42,0,2,94,3.21,C
2720,189,24d09m46.3s,15d47m50.9s,44,42,43,-90,2,56,2.99,C
2728,197,24d09m47.2s,15d46m56.9s,89,82,87,-90,2,-18,1.79,C
2730,199,24d09m47.7s,15d45m59.7s,48,41,46,0,4,43,3.42,C
2731,200,24d09m47.7s,15d47m42.2s,91,91,91,0,2,-2,2.63,C
2732,201,24d09m48.4s,15d46m3.5s,69,46,61,0,4,8,3.24,C
2733,202,24d09m48.5s,15d45m57.3s,44,41,43,0,4,61,3.49,C
2735,204,24d09m49.0s,15d47m57.2s,87,83,86,-90,2,80,3.17,C
2736,205,24d09m49.8s,15d48m8.2s,364,338,356,-90,2,152,3.61,C
2742,211,24d09m50.5s,15d46m22.0s,44,40,43,0,2,155,2.47,C
2743,212,24d09m50.5s,15d45m44.8s,58,57,57,-90,4,169,3.98,C
2744,213,24d09m51.0s,15d46m0.9s,73,65,71,0,4,25,3.29,C
2752,221,24d09m52.1s,15d48m16.8s,69,49,62,0,2,207,3.93,C
2753,222,24d09m52.2s,15d47m50.4s,46,37,43,-90,2,17,2.81,C
2754,223,24d09m52.2s,15d46m39.5s,44,39,43,0,2,29,1.86,C
2758,227,24d09m53.0s,15d45m37.0s,43,41,43,-90,4,234,4.29,C
2760,229,24d09m53.2s,15d46m49.3s,54,47,52,0,2,-34,1.6,C
2769,238,24d09m54.5s,15d48m17.6s,47,46,46,-90,2,205,3.93,C
2771,240,24d09m55.0s,15d46m15.3s,58,54,57,0,4,-104,2.6,C
2777,246,24d09m56.1s,15d47m1.9s,58,58,58,-90,2,-105,1.37,C
2779,248,24d09m56.7s,15d48m18.1s,68,65,67,-90,2,201,3.91,C
2780,249,24d09m56.7s,15d48m9.7s,43,38,41,0,2,132,3.54,C
2783,252,24d09m57.1s,15d47m46.4s,94,87,92,0,2,-38,2.53,C
2788,257,24d09m58.0s,15d47m59.8s,170,160,167,-90,2,51,3.08,C
2792,261,24d09m59.8s,15d48m18.0s,74,52,66,0,2,191,3.86,C
2797,266,24d10m0.5s,15d46m4.3s,81,81,81,0,4,-15,2.95,C
2801,270,24d10m1.4s,15d48m32.3s,57,57,57,0,1,-168,4.49,C
2803,272,24d10m1.6s,15d47m39.1s,78,76,77,0,2,-112,2.13,C
2805,274,24d10m2.0s,15d46m32.8s,42,39,41,0,2,16,1.74,C
2806,275,24d10m2.2s,15d45m43.6s,117,113,116,-90,4,160,3.85,C
2807,276,24d10m2.6s,15d45m53.6s,66,58,63,-90,4,71,3.39,C
2814,283,24d10m3.7s,15d48m23.0s,88,59,79,0,1,-188,4.04,C
2817,286,24d10m4.3s,15d46m42.9s,43,38,41,0,2,-64,1.32,C
2818,287,24d10m4.3s,15d45m59.6s,69,68,69,-90,4,16,3.1,C
2827,296,24d10m6.0s,15d46m6.8s,94,92,93,0,4,-48,2.75,C
2828,297,24d10m6.2s,15d48m38.6s,51,49,51,0,1,123,4.74,C
2829,298,24d10m6.4s,15d47m54.8s,158,158,158,0,2,-22,2.71,C
2830,299,24d10m6.8s,15d48m44.5s,53,51,53,-90,1,137,5.01,C
2831,300,24d10m7.0s,15d48m8.6s,194,166,185,-90,2,90,3.33,C
2832,301,24d10m7.2s,15d47m49.8s,62,56,60,0,2,-66,2.48,C
2835,304,24d10m7.6s,15d46m40.6s,42,41,42,-90,2,-66,1.29,C
2836,305,24d10m7.8s,15d48m13.0s,62,55,60,-90,2,125,3.53,C
2841,310,24d10m8.3s,15d47m45.2s,80,76,79,0,2,-105,2.25,C
2845,314,24d10m8.8s,15d46m31.6s,48,37,44,0,2,-44,1.61,C
2848,317,24d10m9.1s,15d46m23.8s,90,78,86,-90,2,98,1.94,C
2851,320,24d10m9.5s,15d47m23.8s,55,43,51,-90,4,114,1.32,C
2853,322,24d10m10.1s,15d48m1.9s,42,40,41,-90,2,26,2.99,C
2855,324,24d10m11.2s,15d47m8.0s,53,50,52,0,4,179,0.75,C
2858,327,24d10m12.3s,15d48m39.0s,48,47,48,-90,1,73,4.71,C
2860,329,24d10m12.6s,15d45m36.1s,92,89,91,-90,4,222,4.1,C
2861,330,24d10m12.9s,15d47m27.5s,46,43,45,0,4,86,1.39,C
2862,331,24d10m13.0s,15d48m5.1s,138,138,138,0,2,42,3.11,C
2864,333,24d10m13.1s,15d47m17.4s,83,78,82,0,4,105,0.97,C
2865,334,24d10m13.1s,15d47m21.3s,119,115,118,0,4,87,1.13,C
2866,335,24d10m13.3s,15d47m52.0s,54,46,51,0,2,-65,2.49,C
2870,339,24d10m13.6s,15d48m10.1s,343,318,335,-90,2,86,3.34,C
2872,341,24d10m13.9s,15d47m0.8s,45,45,45,0,4,-227,0.55,C
2877,346,24d10m14.2s,15d46m55.7s,63,36,54,0,2,207,0.6,C
2881,350,24d10m14.6s,15d48m20.6s,57,46,53,0,1,-151,3.83,C
2882,351,24d10m14.9s,15d47m3.4s,56,54,56,0,4,201,0.52,C
2885,354,24d10m15.0s,15d46m47.1s,43,42,43,0,2,154,0.83,C
2887,356,24d10m15.3s,15d46m37.2s,42,40,41,0,2,-103,1.24,C
2890,359,24d10m15.9s,15d45m16.4s,64,55,61,0,2,-343,5.02,C
2900,369,24d10m16.6s,15d46m57.2s,42,40,41,0,2,230,0.47,C
2903,372,24d10m16.7s,15d46m39.5s,71,71,71,0,2,-122,1.12,C
2905,374,24d10m16.9s,15d47m54.0s,53,49,52,0,2,-59,2.55,C
2908,377,24d10m17.0s,15d47m6.3s,42,39,41,0,4,171,0.48,C
2911,380,24d10m17.4s,15d46m48.3s,126,86,113,0,2,176,0.73,C
2919,388,24d10m18.0s,15d45m46.7s,57,51,55,0,4,135,3.57,C
2922,391,24d10m18.2s,15d47m29.2s,77,61,72,-90,4,50,1.39,C
2924,393,24d10m18.3s,15d48m13.4s,77,74,76,-90,2,109,3.46,C
2926,395,24d10m18.5s,15d45m16.1s,63,63,63,0,2,-335,5.02,C
2929,398,24d10m19.2s,15d46m17.3s,143,106,131,-70,4,-115,2.11,C
2931,400,24d10m19.3s,15d45m18.4s,62,50,58,0,2,-353,4.91,C
2932,401,24d10m19.3s,15d47m19.9s,46,41,44,0,4,50,0.95,C
2934,403,24d10m19.9s,15d48m32.5s,155,144,151,-90,1,-35,4.37,C
2935,404,24d10m19.9s,15d48m13.6s,47,31,41,30,2,111,3.47,C
2939,408,24d10m20.8s,15d46m28.3s,46,44,45,0,2,-152,1.58,C
2942,411,24d10m21.0s,15d48m21.0s,60,59,60,-90,1,-140,3.82,C
2947,416,24d10m22.1s,15d48m16.2s,47,45,46,-90,2,131,3.58,C
2956,425,24d10m23.4s,15d47m30.1s,112,99,108,-90,4,21,1.39,C
2958,427,24d10m23.5s,15d47m2.6s,60,52,58,0,4,197,0.13,C
2962,431,24d10m24.2s,15d45m29.2s,60,57,59,-90,4,301,4.39,C
2964,433,24d10m24.7s,15d46m54.6s,58,45,53,0,2,260,0.32,C
2965,434,24d10m25.1s,15d47m17.3s,46,30,41,0,4,68,0.77,C
2970,439,24d10m25.7s,15d47m18.6s,47,42,45,0,4,59,0.83,C
2973,442,24d10m26.0s,15d46m36.5s,71,66,69,-90,2,-192,1.17,C
2976,445,24d10m26.9s,15d47m26.1s,45,45,45,0,4,-25,1.19,C
2978,447,24d10m27.3s,15d48m26.0s,73,70,72,0,1,-106,4.05,C
2979,448,24d10m27.4s,15d46m53.9s,49,46,48,0,2,273,0.35,C
2983,452,24d10m27.8s,15d47m37.1s,79,70,76,0,4,57,1.72,C
2985,454,24d10m27.9s,15d47m56.8s,41,41,41,0,2,-40,2.66,C
2988,457,24d10m28.4s,15d45m54.7s,56,56,56,0,4,93,3.17,C
2993,462,24d10m29.2s,15d48m22.3s,97,84,93,0,1,-144,3.87,C
3008,477,24d10m31.3s,15d46m56.9s,67,49,61,0,4,260,0.32,C
3010,479,24d10m31.4s,15d46m59.5s,49,33,44,0,4,237,0.26,C
3013,482,24d10m31.9s,15d47m30.6s,42,40,41,0,4,-6,1.43,C
3020,489,24d10m32.9s,15d45m54.3s,126,95,115,-40,4,98,3.2,C
3027,496,24d10m34.1s,15d46m4.3s,89,89,89,0,4,18,2.74,C
3031,500,24d10m34.6s,15d45m48.7s,121,110,118,0,4,151,3.48,C
3034,503,24d10m35.0s,15d48m16.9s,55,49,53,0,2,140,3.64,C
3035,504,24d10m35.1s,15d47m57.2s,121,121,121,0,2,-33,2.71,C
3038,507,24d10m35.1s,15d46m21.1s,57,57,57,0,4,-113,1.96,C
3051,520,24d10m36.2s,15d46m42.5s,64,57,61,0,4,249,1.01,C
3057,526,24d10m36.5s,15d47m5.7s,51,36,46,0,4,188,0.53,C
3063,532,24d10m37.0s,15d46m32.5s,55,50,53,0,4,-193,1.46,C
3071,540,24d10m38.7s,15d47m34.8s,60,53,58,0,4,42,1.71,C
3079,548,24d10m39.4s,15d48m1.8s,195,191,194,0,2,11,2.96,C
3081,550,24d10m39.7s,15d48m14.5s,61,58,60,0,2,122,3.56,C
3087,556,24d10m40.5s,15d45m13.3s,61,58,60,0,2,-238,5.19,C
3089,558,24d10m40.6s,15d45m37.8s,74,66,72,0,4,259,4.03,C
3097,566,24d10m41.1s,15d46m8.4s,69,66,68,-90,4,11,2.61,C
3100,569,24d10m41.4s,15d48m13.2s,46,46,46,0,2,113,3.51,C
3101,570,24d10m41.6s,15d47m30.0s,44,35,41,0,4,8,1.55,C
3105,574,24d10m42.1s,15d48m35.6s,67,47,60,0,1,-77,4.57,C
3115,584,24d10m44.2s,15d48m30.2s,55,52,54,-40,1,-127,4.33,C
3119,588,24d10m45.1s,15d48m11.9s,62,60,61,-90,2,105,3.49,C
3120,589,24d10m45.2s,15d45m54.4s,56,41,51,-60,4,138,3.31,C
3123,592,24d10m45.7s,15d48m8.8s,74,70,73,0,2,80,3.35,C
3124,593,24d10m45.7s,15d48m1.6s,46,38,43,0,2,16,3.03,C
3126,595,24d10m45.8s,15d47m38.6s,58,55,57,0,4,94,2.01,C
3127,596,24d10m46.0s,15d48m5.2s,53,53,53,0,2,48,3.2,C
3128,597,24d10m46.0s,15d47m40.8s,79,76,78,-90,4,113,2.11,C
3129,598,24d10m46.2s,15d48m3.0s,45,41,44,0,2,28,3.1,C
3132,601,24d10m46.5s,15d46m2.8s,81,68,77,0,4,74,2.94,C
3139,608,24d10m47.9s,15d48m18.6s,44,37,42,0,2,169,3.83,C
3143,612,24d10m48.8s,15d48m8.9s,289,206,261,-60,2,85,3.4,C
3144,613,24d10m49.0s,15d45m54.8s,79,55,71,0,4,148,3.34,C
3149,618,24d10m49.9s,15d46m34.6s,48,43,46,0,4,-116,1.68,C
3163,632,24d10m54.3s,15d47m34.3s,45,41,43,0,4,100,2.05,C
3164,633,24d10m54.7s,15d47m24.7s,153,132,146,0,4,39,1.74,C
3166,635,24d10m55.6s,15d48m22.0s,53,51,52,90,2,213,4.09,C
3171,640,24d10m57.0s,15d46m8.9s,82,79,81,0,4,76,2.87,C
3176,645,24d10m58.5s,15d47m25.3s,47,44,46,0,4,66,1.89,C
3178,647,24d10m59.0s,15d46m25.8s,51,39,47,0,4,-10,2.27,C
3182,651,24d10m59.7s,15d46m32.4s,43,37,41,90,4,-30,2.07,C
3184,653,24d11m0.1s,15d47m18.3s,90,78,86,0,4,42,1.77,C
3191,660,24d11m1.7s,15d46m57.5s,125,110,120,-90,4,-20,1.65,C
3194,663,24d11m2.0s,15d47m58.2s,49,47,48,-90,2,30,3.19,C
3195,664,24d11m2.1s,15d47m16.0s,62,43,55,50,4,47,1.8,C
3198,667,24d11m3.6s,15d46m50.7s,140,80,120,30,4,-10,1.8,C
3204,673,24d11m5.9s,15d45m32.4s,334,238,302,-60,2,-228,4.61,C
3205,674,24d11m6.1s,15d46m3.1s,61,61,61,90,4,169,3.33,C
3211,680,24d11m7.0s,15d46m13.3s,92,86,90,-90,4,109,2.96,C
3213,682,24d11m7.4s,15d46m59.7s,44,41,43,0,4,30,1.91,C
3216,685,24d11m8.6s,15d46m20.1s,560,483,534,-90,4,86,2.77,C
3217,686,24d11m8.8s,15d46m32.5s,44,44,44,0,4,43,2.4,C
3219,688,24d11m10.6s,15d47m12.6s,55,48,53,0,4,97,2.12,C
3220,689,24d11m10.9s,15d46m49.8s,89,89,89,0,4,45,2.13,C
3223,692,24d11m14.8s,15d45m41.7s,42,42,42,0,2,-208,4.4,C
3226,695,24d11m16.5s,15d47m44.2s,46,45,46,-90,2,-5,3.1,C
3230,699,24d11m18.3s,15d45m49.4s,46,39,44,0,2,-209,4.18,C
3232,701,24d11m18.8s,15d46m46.4s,86,74,82,-90,4,114,2.53,C
3234,703,24d11m19.0s,15d46m24.9s,48,47,48,0,4,146,2.99,C
3235,704,24d11m19.2s,15d45m54.0s,45,41,44,0,2,-207,4.03,C
3237,706,24d11m19.3s,15d45m45.2s,49,49,49,0,2,-188,4.37,C
3240,709,24d11m20.3s,15d45m27.3s,71,64,69,90,2,-101,5.13,C
3241,710,24d11m20.6s,15d46m24.7s,55,53,55,0,4,160,3.05,C
3245,714,24d11m21.4s,15d46m12.8s,53,49,52,0,4,214,3.43,C
3246,715,24d11m22.2s,15d46m10.2s,49,44,47,90,4,233,3.55,C
3247,716,24d11m22.3s,15d46m35.3s,223,213,220,90,4,152,2.87,C
3248,717,24d11m22.5s,15d45m30.2s,103,73,93,-50,2,-96,5.06,C
3249,718,24d11m22.6s,15d45m47.4s,51,48,50,0,2,-168,4.38,C
3272,741,24d11m32.1s,15d46m43.8s,72,70,72,0,2,-170,3.15,C
3277,746,24d11m34.3s,15d46m20.0s,48,38,45,90,2,-155,3.7,C
3285,754,24d11m37.8s,15d45m30.5s,44,37,42,0,2,11,5.44,C
3292,761,24d11m44.7s,15d45m49.3s,92,82,89,0,2,13,4.98,C
3295,764,24d11m45.9s,15d46m14.3s,51,48,50,0,2,-48,4.3,C
3302,771,24d11m47.6s,15d46m9.6s,68,59,65,0,2,-26,4.48,C
3309,778,24d11m48.9s,15d45m51.3s,47,42,45,0,2,40,5.06,C
3317,786,24d11m50.9s,15d46m6.4s,48,44,47,0,2,9,4.69,C
