ID,RA_DMS,DEC_DMS,SEMI_MAJ_PC,SEMI_MIN_PC,AVG_RAD_PC,PA_DEG,ARM,DIST_ARM_PC,GAL_RAD_KPC
1494,24d11m9.1s,15d46m32.9s,55,43,51,0,4,44,1.99
1495,24d11m9.1s,15d46m58.0s,33,33,33,0,2,96,3.56
1496,24d11m9.2s,15d48m2.9s,18,18,18,0,4,33,2.25
1497,24d11m9.3s,15d46m39.3s,16,16,16,0,4,110,2.14
1498,24d11m9.4s,15d47m17.4s,37,37,37,0,4,51,2.46
1499,24d11m9.4s,15d46m31.0s,15,14,15,0,4,64,2.01
1500,24d11m9.4s,15d47m6.1s,24,24,24,0,4,40,2.30
1501,24d11m9.4s,15d46m37.3s,29,29,29,0,4,46,2.01
1502,24d11m9.4s,15d46m56.4s,53,53,53,0,4,103,2.12
1503,24d11m9.5s,15d47m15.9s,12,10,11,0,4,117,2.18
1504,24d11m9.5s,15d47m19.1s,42,42,42,0,4,43,2.37
1505,24d11m9.6s,15d46m34.5s,69,56,64,50,4,51,2.01
1506,24d11m9.6s,15d47m1.0s,582,493,552,70,4,89,2.78
1507,24d11m9.6s,15d46m20.7s,153,97,134,-10,4,75,2.04
1508,24d11m9.7s,15d47m8.2s,23,23,23,0,4,52,2.44
1509,24d11m9.8s,15d46m32.2s,12,12,12,90,4,69,2.04
1510,24d11m10.1s,15d47m6.1s,51,51,51,0,4,42,2.30
1511,24d11m10.1s,15d46m38.5s,20,20,20,0,4,64,2.04
1512,24d11m10.1s,15d47m4.8s,11,8,10,90,4,72,2.06
1513,24d11m10.4s,15d47m6.1s,33,33,33,0,4,55,2.05
1514,24d11m10.5s,15d46m59.2s,29,29,29,0,4,96,2.12
1515,24d11m10.5s,15d47m12.5s,28,27,28,0,4,63,2.05
1516,24d11m10.5s,15d47m2.7s,49,32,43,50,4,116,2.18
1517,24d11m10.6s,15d47m16.8s,17,16,16,90,4,62,2.05
1518,24d11m10.6s,15d47m1.6s,111,65,96,40,4,44,2.12
1519,24d11m10.7s,15d46m49.8s,53,53,53,0,4,51,2.35
1520,24d11m10.8s,15d46m37.2s,131,110,124,-60,4,45,2.25
1521,24d11m10.8s,15d46m42.3s,34,34,34,0,4,47,2.12
1522,24d11m10.9s,15d46m50.8s,40,40,40,0,4,59,2.47
1523,24d11m11.0s,15d46m32.9s,58,58,58,0,4,148,3.16
1524,24d11m11.0s,15d46m11.2s,22,22,22,0,4,77,2.09
1525,24d11m11.0s,15d47m6.2s,26,26,26,0,4,112,2.18
1526,24d11m11.1s,15d47m15.4s,15,15,15,0,4,69,2.08
1527,24d11m11.2s,15d47m2.9s,27,24,26,90,4,63,2.09
1528,24d11m11.3s,15d46m58.0s,33,33,33,90,4,64,2.09
1529,24d11m11.3s,15d47m0.4s,20,20,20,0,4,76,2.10
1530,24d11m11.5s,15d47m5.0s,18,17,18,90,4,69,2.09
1531,24d11m11.5s,15d47m1.8s,19,18,19,0,4,51,2.16
1532,24d11m11.5s,15d46m50.1s,50,50,50,0,2,-200,4.61
1533,24d11m11.5s,15d45m35.1s,19,19,19,0,4,74,2.11
1534,24d11m11.7s,15d47m3.6s,30,25,28,0,4,70,2.10
1535,24d11m11.7s,15d47m1.4s,20,20,20,0,4,60,2.39
1536,24d11m11.7s,15d46m37.2s,39,39,39,0,4,66,2.12
1537,24d11m11.8s,15d46m56.7s,29,29,29,0,4,141,3.09
1538,24d11m11.8s,15d46m13.6s,19,19,19,40,4,74,2.11
1539,24d11m11.8s,15d47m2.5s,16,14,15,90,4,58,2.20
1540,24d11m12.3s,15d46m49.6s,11,10,11,90,4,85,2.14
1541,24d11m12.4s,15d47m5.4s,32,30,31,90,4,62,2.19
1542,24d11m12.6s,15d46m51.6s,28,28,28,0,4,60,2.29
1543,24d11m12.6s,15d46m44.3s,29,29,29,0,2,-206,4.51
1544,24d11m12.7s,15d45m38.0s,30,30,30,0,2,-96,2.67
1545,24d11m12.7s,15d47m34.4s,58,48,55,0,4,107,2.19
1546,24d11m12.7s,15d47m10.3s,22,22,22,0,4,75,2.15
1547,24d11m12.7s,15d46m59.3s,45,45,45,0,4,84,2.16
1548,24d11m12.8s,15d47m3.6s,14,14,14,0,4,69,2.22
1549,24d11m13.3s,15d46m51.9s,19,15,17,-30,4,67,2.30
1550,24d11m13.3s,15d46m45.8s,81,65,76,60,4,67,2.27
1551,24d11m13.3s,15d46m47.4s,18,18,18,0,4,69,2.36
1552,24d11m13.5s,15d46m42.7s,14,13,13,90,4,69,2.30
1553,24d11m13.6s,15d46m46.3s,21,21,21,0,4,123,2.26
1554,24d11m13.6s,15d47m13.2s,105,105,105,0,4,155,3.16
1555,24d11m13.6s,15d46m13.4s,119,76,104,80,4,101,2.21
1556,24d11m13.7s,15d47m7.1s,23,23,23,0,4,86,2.20
1557,24d11m13.8s,15d47m0.9s,32,32,32,0,2,-89,2.73
1558,24d11m14.1s,15d47m34.6s,38,30,35,0,4,75,2.27
1559,24d11m14.2s,15d46m50.9s,25,24,25,0,4,100,2.23
1560,24d11m14.3s,15d47m5.4s,48,48,48,0,4,100,2.74
1561,24d11m14.4s,15d46m27.6s,36,36,36,0,4,91,2.63
1562,24d11m14.4s,15d46m31.7s,79,79,79,0,4,90,2.23
1563,24d11m14.4s,15d46m58.5s,12,12,12,90,4,81,2.30
1564,24d11m14.9s,15d46m51.3s,20,20,20,0,4,81,2.33
1565,24d11m15.0s,15d46m48.4s,19,18,19,90,4,107,2.27
1566,24d11m15.1s,15d47m5.5s,53,53,53,0,2,14,3.18
1567,24d11m15.2s,15d47m47.9s,35,24,31,0,4,105,2.73
1568,24d11m15.2s,15d46m29.0s,19,19,19,0,2,-193,4.50
1569,24d11m15.4s,15d45m39.6s,22,21,22,90,4,86,2.34
1570,24d11m15.5s,15d46m49.4s,24,24,24,0,4,116,2.84
1571,24d11m15.9s,15d46m26.2s,32,32,32,0,4,102,2.68
1572,24d11m15.9s,15d46m32.2s,15,14,15,0,4,92,2.39
1573,24d11m16.2s,15d46m48.1s,55,55,55,0,2,-159,2.50
1574,24d11m16.3s,15d47m20.9s,31,22,28,90,4,104,2.33
1575,24d11m16.4s,15d46m56.7s,21,21,21,0,2,-194,4.46
1576,24d11m16.4s,15d45m41.2s,18,18,18,0,4,98,2.35
1577,24d11m16.5s,15d46m52.9s,46,46,46,0,4,184,3.30
1578,24d11m16.9s,15d46m12.4s,27,26,27,90,4,128,2.90
1579,24d11m17.0s,15d46m25.4s,148,101,132,-30,4,107,2.36
1580,24d11m17.0s,15d46m55.6s,28,28,28,0,4,121,2.82
1581,24d11m17.0s,15d46m28.2s,36,36,36,0,4,124,2.86
1582,24d11m17.0s,15d46m26.9s,24,23,24,0,4,131,2.93
1583,24d11m17.0s,15d46m24.5s,42,42,42,0,2,-103,5.22
1584,24d11m17.1s,15d45m23.5s,49,49,49,0,4,121,2.81
1585,24d11m17.1s,15d46m29.0s,20,20,20,0,4,139,2.97
1586,24d11m17.7s,15d46m23.8s,21,16,19,0,4,117,2.39
1587,24d11m17.8s,15d46m57.4s,27,27,27,0,4,174,3.22
1588,24d11m17.8s,15d46m15.6s,25,25,25,0,2,-67,2.88
1589,24d11m18.3s,15d47m34.1s,21,21,21,0,4,136,2.91
1590,24d11m18.6s,15d46m27.2s,87,58,78,30,2,-195,4.35
1591,24d11m18.6s,15d45m45.4s,33,33,33,0,2,-217,3.92
1592,24d11m18.7s,15d45m56.5s,38,38,38,0,2,-210,4.03
1593,24d11m18.9s,15d45m53.8s,64,64,64,0,4,146,2.98
1594,24d11m19.1s,15d46m25.2s,20,20,20,0,4,144,2.96
1595,24d11m19.2s,15d46m26.2s,19,19,19,0,4,149,3
1596,24d11m19.4s,15d46m25.0s,43,43,43,0,2,-80,2.84
1597,24d11m19.7s,15d47m30.6s,31,31,31,0,2,-202,4.04
1598,24d11m19.9s,15d45m54.2s,37,37,37,0,4,192,3.30
1599,24d11m20.3s,15d46m15.8s,37,37,37,0,2,-63,2.92
1600,24d11m20.5s,15d47m32.6s,27,27,27,0,4,130,2.69
1601,24d11m20.6s,15d46m40.8s,146,121,138,0,2,-189,4.24
1602,24d11m20.7s,15d45m49.5s,37,37,37,0,4,220,3.48
1603,24d11m20.9s,15d46m11.0s,43,41,42,90,2,-178,4.37
1604,24d11m20.9s,15d45m46.5s,21,21,21,0,4,174,3.15
1605,24d11m21.2s,15d46m21.9s,46,46,46,0,4,214,3.44
1606,24d11m21.3s,15d46m12.6s,40,40,40,0,2,-66,2.92
1607,24d11m21.3s,15d47m31.3s,17,17,17,0,4,232,3.55
1608,24d11m21.4s,15d46m9.2s,82,82,82,0,4,140,2.77
1609,24d11m21.7s,15d46m38.9s,188,144,173,-80,4,197,3.30
1610,24d11m22.1s,15d46m17.8s,28,28,28,0,4,144,2.76
1611,24d11m22.2s,15d46m40.9s,255,222,244,70,4,150,2.86
1612,24d11m22.3s,15d46m35.8s,18,18,18,0,2,-222,3.68
1613,24d11m22.4s,15d46m6.4s,56,56,56,0,2,-233,3.55
1614,24d11m22.6s,15d46m10.5s,45,45,45,0,4,227,3.49
1615,24d11m23.4s,15d46m13.1s,24,24,24,0,2,-156,4.27
1616,24d11m24.9s,15d45m52.0s,31,31,31,0,4,177,2.76
1617,24d11m25.6s,15d46m54.3s,61,37,53,90,2,-147,4.25
1618,24d11m26.2s,15d45m53.4s,149,110,136,-60,4,182,2.82
1619,24d11m26.5s,15d46m51.5s,48,48,48,0,2,-170,2.80
1620,24d11m26.9s,15d47m1.4s,38,30,36,-60,2,-190,2.87
1621,24d11m27.7s,15d46m51.5s,8,8,8,0,2,-159,2.85
1622,24d11m27.9s,15d47m2.2s,39,39,39,0,2,-17,5.54
1623,24d11m28.1s,15d45m21.6s,13,13,13,0,2,-164,2.86
1624,24d11m28.3s,15d47m0.2s,21,21,21,0,2,-159,2.87
1625,24d11m28.4s,15d47m1.2s,45,45,45,0,2,-175,2.89
1626,24d11m28.6s,15d46m54.8s,26,26,26,0,2,-186,2.93
1627,24d11m28.7s,15d46m50.0s,19,19,19,0,2,-134,4.21
1628,24d11m29.2s,15d45m57.2s,41,41,41,0,2,-154,2.92
1629,24d11m29.4s,15d47m0.5s,18,18,18,0,2,-181,2.98
1630,24d11m29.5s,15d46m49.0s,18,18,18,0,2,-180,3
1631,24d11m29.8s,15d46m48.4s,48,48,48,0,2,-142,4.11
1632,24d11m29.9s,15d46m0.7s,37,37,37,0,2,-163,2.96
1633,24d11m30.0s,15d46m54.7s,34,34,34,0,2,-175,2.99
1634,24d11m30.0s,15d46m50.3s,11,11,11,0,2,-145,2.96
1635,24d11m30.5s,15d47m0.4s,13,13,13,0,2,-144,2.98
1636,24d11m30.7s,15d46m59.7s,62,47,57,-60,2,-170,3.03
1637,24d11m30.7s,15d46m49.3s,36,36,36,0,2,-145,3.03
1638,24d11m31.7s,15d46m56.8s,21,21,21,0,2,-139,3.02
1639,24d11m31.7s,15d46m58.6s,34,33,34,90,2,-164,3.75
1640,24d11m32.2s,15d46m15.4s,31,31,31,0,2,-129,3.07
1641,24d11m32.8s,15d46m58.9s,39,39,39,0,2,-9,5.39
1642,24d11m33.0s,15d45m28.4s,18,18,18,0,2,-153,3.23
1643,24d11m34.0s,15d46m44.3s,31,31,31,0,2,-6,5.39
1644,24d11m34.5s,15d45m29.3s,45,45,45,0,2,-15,5.32
1645,24d11m34.7s,15d45m31.5s,24,22,23,0,2,-52,4.92
1646,24d11m34.7s,15d45m42.0s,42,42,42,0,2,7,5.46
1647,24d11m36.0s,15d45m28.7s,52,52,52,0,2,-3,5.38
1648,24d11m36.7s,15d45m31.1s,16,16,16,0,2,13,5.49
1649,24d11m36.9s,15d45m28.6s,17,17,17,0,2,22,5.54
1650,24d11m36.9s,15d45m27.2s,19,19,19,0,2,18,5.52
1651,24d11m37.1s,15d45m27.9s,15,15,15,0,2,11,5.47
1652,24d11m37.1s,15d45m29.1s,18,18,18,0,2,-126,3.48
1653,24d11m37.7s,15d46m37.4s,22,22,22,0,2,20,5.52
1654,24d11m38.0s,15d45m28.5s,169,106,148,-20,2,-21,5.06
1655,24d11m38.3s,15d45m41.2s,9,9,9,0,2,29,5.57
1656,24d11m38.6s,15d45m27.8s,19,13,17,-10,2,-21,5.03
1657,24d11m39.4s,15d45m42.9s,39,39,39,0,2,5,5.05
1658,24d11m43.3s,15d45m46.0s,13,12,13,0,2,6,4.92
1659,24d11m44.1s,15d45m50.6s,24,24,24,0,2,-28,4.64
1660,24d11m44.2s,15d45m59.8s,22,22,22,0,2,16,5.15
1661,24d11m44.2s,15d45m43.9s,20,20,20,0,2,20,5.15
1662,24d11m45.0s,15d45m44.4s,23,23,23,0,2,-47,4.38
1663,24d11m45.2s,15d46m10.1s,14,14,14,0,2,-65,4.03
1664,24d11m45.3s,15d46m25.2s,122,96,113,50,2,20,5.02
1665,24d11m45.3s,15d45m48.7s,18,18,18,0,2,23,5.14
1666,24d11m45.4s,15d45m45.1s,24,24,24,0,2,32,5.25
1667,24d11m45.7s,15d45m42.3s,25,25,25,0,2,12,4.91
1668,24d11m45.8s,15d45m52.7s,30,30,30,0,2,40,5.37
1669,24d11m45.8s,15d45m38.8s,43,35,40,0,2,30,5.14
1670,24d11m46.2s,15d45m46.0s,48,48,48,0,2,-27,4.50
1671,24d11m46.8s,15d46m7.9s,33,33,33,0,2,36,5.23
1672,24d11m46.8s,15d45m43.8s,96,72,88,-60,2,65,5.58
1673,24d11m46.9s,15d45m34.0s,24,24,24,0,2,-30,4.47
1674,24d11m47.1s,15d46m9.4s,27,27,27,0,2,-30,4.41
1675,24d11m47.2s,15d46m11.7s,26,25,26,0,2,30,5.02
1676,24d11m47.2s,15d45m50.6s,29,29,29,0,2,40,5.22
1677,24d11m47.4s,15d45m44.9s,44,44,44,0,2,-15,4.60
1678,24d11m47.6s,15d46m5.5s,48,48,48,0,2,43,5.15
1679,24d11m47.7s,15d45m47.2s,26,26,26,0,2,-18,4.57
1680,24d11m47.7s,15d46m6.5s,35,35,35,0,2,-24,4.47
1681,24d11m47.8s,15d46m10.5s,50,50,50,0,2,51,5.32
1682,24d11m47.9s,15d45m42.3s,41,41,41,0,2,-16,4.54
1683,24d11m48.0s,15d46m8.0s,37,37,37,0,2,70,5.55
1684,24d11m48.2s,15d45m35.8s,26,26,26,0,2,49,5.17
1685,24d11m48.4s,15d45m47.2s,35,22,31,-20,2,47,5.15
1686,24d11m48.6s,15d45m48.3s,31,31,31,0,2,-14,4.50
1687,24d11m49.0s,15d46m11.1s,29,29,29,0,2,78,5.57
1688,24d11m49.3s,15d45m36.3s,23,23,23,0,2,-23,4.36
1689,24d11m49.5s,15d46m17.9s,47,47,47,0,2,-6,4.61
1690,24d11m49.7s,15d46m8.1s,20,20,20,0,2,-21,4.39
1691,24d11m49.8s,15d46m16.8s,36,36,36,0,2,-10,4.51
1692,24d11m50.0s,15d46m12.1s,39,39,39,0,2,80,5.49
1693,24d11m51.1s,15d45m40.2s,25,25,25,0,2,77,5.31
1694,24d11m51.6s,15d45m46.3s,24,24,24,0,2,70,5.13
