ID,RA_DMS,DEC_DMS,SEMI_MAJ_PC,SEMI_MIN_PC,AVG_RAD_PC,PA_DEG,ARM,DIST_ARM_PC,GAL_RAD_KPC
746,24d10m11.4s,15d46m31.1s,27,21,25,-90,2,-67,1.58
747,24d10m11.4s,15d47m11.0s,116,89,107,0,4,156,0.82
748,24d10m11.4s,15d46m2.0s,21,21,21,0,4,-5,2.90
749,24d10m11.6s,15d47m59.3s,40,40,40,0,2,3,2.85
750,24d10m11.7s,15d45m55.5s,23,23,23,0,4,47,3.20
751,24d10m11.7s,15d46m15.9s,15,15,15,0,4,-128,2.25
752,24d10m11.9s,15d46m31.9s,20,20,20,0,2,-69,1.53
753,24d10m12.0s,15d45m53.4s,36,36,36,0,4,66,3.29
754,24d10m12.0s,15d47m56.9s,18,18,18,0,2,-19,2.74
755,24d10m12.1s,15d48m38.0s,10,7,9,0,1,72,4.66
756,24d10m12.2s,15d48m0.4s,19,18,18,-90,2,6,2.90
757,24d10m12.3s,15d48m39.2s,36,36,36,0,1,73,4.72
758,24d10m12.4s,15d48m37.7s,12,12,12,0,1,69,4.65
759,24d10m12.5s,15d48m43.4s,30,30,30,0,1,92,4.92
760,24d10m12.5s,15d46m5.2s,15,15,15,0,4,-33,2.74
761,24d10m12.6s,15d48m9.6s,404,332,380,-50,2,83,3.33
762,24d10m12.6s,15d45m58.7s,57,57,57,0,4,22,3.04
763,24d10m12.6s,15d46m43.0s,34,23,30,0,2,112,1.06
764,24d10m12.6s,15d46m24.9s,21,20,21,-90,2,108,1.83
765,24d10m12.6s,15d46m13.4s,21,16,19,0,4,-104,2.36
766,24d10m12.6s,15d47m58.6s,24,24,24,0,2,-8,2.81
767,24d10m12.7s,15d47m12.8s,12,12,12,0,4,-136,0.83
768,24d10m12.7s,15d47m15.4s,22,21,22,0,4,119,0.91
769,24d10m12.7s,15d47m9.4s,22,19,21,0,4,161,0.72
770,24d10m12.8s,15d47m25.3s,66,58,63,-60,4,85,1.30
771,24d10m12.8s,15d46m14.7s,48,32,43,60,4,-115,2.29
772,24d10m12.9s,15d45m55.6s,26,26,26,0,4,49,3.18
773,24d10m12.9s,15d48m46.7s,35,35,35,0,1,112,5.07
774,24d10m13.0s,15d45m52.2s,48,48,48,0,4,78,3.34
775,24d10m13.0s,15d48m0.2s,14,13,14,-90,2,4,2.88
776,24d10m13.0s,15d48m32.3s,21,21,21,0,1,-74,4.39
777,24d10m13.1s,15d46m56.4s,19,19,19,0,2,-206,0.63
778,24d10m13.1s,15d46m40.7s,17,16,17,0,2,101,1.14
779,24d10m13.2s,15d46m38.4s,26,25,25,0,2,-90,1.23
780,24d10m13.2s,15d47m17.1s,86,63,79,0,4,106,0.96
781,24d10m13.2s,15d48m21.2s,24,24,24,0,1,-151,3.86
782,24d10m13.3s,15d48m2.0s,39,36,38,0,2,15,2.96
783,24d10m13.3s,15d47m13.7s,41,39,40,0,4,127,0.83
784,24d10m13.3s,15d47m12.5s,35,33,34,0,4,135,0.79
785,24d10m13.4s,15d47m1.1s,24,24,24,0,4,-225,0.58
786,24d10m13.4s,15d45m19.3s,26,26,26,0,4,373,4.89
787,24d10m13.5s,15d45m56.7s,51,51,51,0,4,41,3.12
788,24d10m13.5s,15d48m0.7s,118,74,103,-30,2,4,2.90
789,24d10m13.6s,15d46m9.5s,14,14,14,-90,4,-68,2.52
790,24d10m13.6s,15d48m31.2s,29,29,29,0,1,-74,4.34
791,24d10m13.7s,15d47m14.8s,19,19,19,0,4,-117,0.86
792,24d10m13.7s,15d47m11.5s,24,23,24,0,4,141,0.75
793,24d10m13.7s,15d46m21.7s,22,22,22,0,2,135,1.96
794,24d10m13.7s,15d45m54.1s,45,45,45,0,4,64,3.25
795,24d10m13.8s,15d46m32.5s,21,15,19,-40,2,-85,1.47
796,24d10m13.9s,15d47m58.9s,30,28,29,-90,2,-9,2.81
797,24d10m14.0s,15d48m37.9s,39,39,39,0,1,56,4.65
798,24d10m14.0s,15d46m37.0s,27,27,27,0,2,-91,1.27
799,24d10m14.0s,15d47m12.7s,17,16,17,0,4,130,0.78
800,24d10m14.0s,15d47m1.1s,18,18,18,0,4,-223,0.55
801,24d10m14.0s,15d46m12.9s,35,35,35,0,4,-96,2.36
802,24d10m14.1s,15d46m55.7s,44,44,44,0,2,-207,0.60
803,24d10m14.1s,15d48m40.4s,76,76,76,0,1,63,4.77
804,24d10m14.4s,15d46m14.0s,16,15,16,0,4,-103,2.31
805,24d10m14.4s,15d47m13.4s,21,20,20,0,4,123,0.79
806,24d10m14.5s,15d46m38.9s,19,19,19,0,2,-103,1.18
807,24d10m14.6s,15d47m14.6s,30,21,27,0,4,113,0.83
808,24d10m14.7s,15d47m7.9s,21,21,21,0,4,-164,0.61
809,24d10m14.7s,15d47m3.2s,28,28,28,0,4,-204,0.53
810,24d10m14.7s,15d48m20.6s,50,50,50,0,1,-151,3.83
811,24d10m14.7s,15d46m27.8s,250,186,229,20,2,106,1.67
812,24d10m14.8s,15d46m41.3s,20,18,20,0,2,116,1.07
813,24d10m14.8s,15d46m57.0s,25,25,25,0,2,-220,0.55
814,24d10m14.8s,15d47m1.9s,36,36,36,0,4,-214,0.51
815,24d10m14.8s,15d47m12.1s,35,22,31,0,4,131,0.73
816,24d10m15.0s,15d47m16.7s,12,9,11,0,4,96,0.90
817,24d10m15.0s,15d47m22.1s,13,13,13,0,4,-70,1.12
818,24d10m15.1s,15d47m58.6s,20,19,20,-90,2,-17,2.79
819,24d10m15.3s,15d47m13.0s,17,17,17,0,4,122,0.75
820,24d10m15.3s,15d46m46.9s,18,18,18,0,2,-154,0.83
821,24d10m15.4s,15d47m31.4s,20,14,18,-80,4,81,1.52
822,24d10m15.4s,15d45m19.4s,26,26,26,0,2,-371,4.88
823,24d10m15.4s,15d45m34.3s,31,31,31,0,4,240,4.17
824,24d10m15.5s,15d48m38.2s,23,23,23,0,1,44,4.66
825,24d10m15.6s,15d45m33.0s,43,43,43,0,4,252,4.23
826,24d10m15.7s,15d45m56.6s,20,20,20,0,4,44,3.11
827,24d10m15.8s,15d46m14.3s,49,49,49,0,4,-101,2.28
828,24d10m15.8s,15d45m38.1s,30,30,30,0,4,208,3.99
829,24d10m15.8s,15d46m11.9s,21,21,21,0,4,-81,2.39
830,24d10m15.8s,15d47m25.4s,25,25,25,0,4,59,1.25
831,24d10m16.1s,15d47m12.5s,19,18,19,0,4,122,0.71
832,24d10m16.1s,15d45m45.6s,15,15,15,0,4,143,3.63
833,24d10m16.1s,15d46m57.0s,18,18,18,0,2,-226,0.49
834,24d10m16.2s,15d47m13.2s,18,18,18,0,4,-116,0.73
835,24d10m16.2s,15d48m37.8s,17,15,16,-90,1,37,4.64
836,24d10m16.2s,15d46m12.5s,43,43,43,0,4,-84,2.36
837,24d10m16.2s,15d48m32.4s,36,36,36,0,1,-51,4.38
838,24d10m16.4s,15d48m42.0s,25,25,25,0,1,60,4.83
839,24d10m16.4s,15d48m36.4s,35,35,35,0,1,33,4.57
840,24d10m16.4s,15d47m22.6s,19,19,19,0,4,-57,1.11
841,24d10m16.5s,15d47m4.2s,35,35,35,0,4,-190,0.46
842,24d10m16.6s,15d47m14.6s,34,26,31,0,4,103,0.77
843,24d10m16.6s,15d48m2.1s,22,21,21,0,2,14,2.94
844,24d10m16.7s,15d48m39.3s,40,40,40,0,1,40,4.70
845,24d10m16.7s,15d48m40.5s,17,17,17,0,1,47,4.76
846,24d10m16.8s,15d47m13.6s,26,26,26,0,4,-110,0.73
847,24d10m16.8s,15d47m6.3s,21,21,21,0,4,-172,0.48
848,24d10m16.8s,15d47m53.8s,31,31,31,0,2,-61,2.55
849,24d10m16.9s,15d46m46.2s,16,16,16,0,2,-159,0.82
850,24d10m16.9s,15d45m17.1s,30,30,30,0,2,-348,4.98
851,24d10m17.0s,15d47m17.7s,39,38,38,0,4,78,0.89
852,24d10m17.1s,15d46m55.0s,40,40,40,0,2,-217,0.50
853,24d10m17.1s,15d48m41.3s,31,31,31,0,1,51,4.80
854,24d10m17.1s,15d46m56.9s,44,44,44,0,2,-231,0.45
855,24d10m17.2s,15d45m59.1s,29,29,29,0,4,27,2.99
856,24d10m17.2s,15d46m0.7s,54,54,54,0,4,13,2.91
857,24d10m17.4s,15d46m32.7s,22,22,22,0,2,-116,1.41
858,24d10m17.5s,15d47m30.6s,157,117,143,-84,4,62,1.46
859,24d10m17.5s,15d48m33.7s,27,27,27,0,1,-34,4.44
860,24d10m17.5s,15d46m31.2s,42,41,41,0,2,-119,1.48
861,24d10m17.5s,15d48m35.7s,45,39,43,-90,1,-25,4.53
862,24d10m17.6s,15d46m60.0s,32,32,32,0,4,-225,0.38
863,24d10m17.6s,15d47m22.5s,15,13,14,90,4,-47,1.09
864,24d10m17.7s,15d47m21.6s,27,25,26,0,4,50,1.05
865,24d10m17.7s,15d47m11.9s,50,30,43,0,4,121,0.64
866,24d10m18.0s,15d45m59.1s,19,19,19,0,4,28,2.98
867,24d10m18.0s,15d48m2.4s,31,31,31,0,2,16,2.95
868,24d10m18.2s,15d45m46.0s,24,24,24,0,4,142,3.60
869,24d10m18.2s,15d46m3.4s,31,31,31,0,4,-4,2.78
870,24d10m18.2s,15d47m10.7s,39,28,35,0,4,130,0.58
871,24d10m18.3s,15d47m38.8s,21,21,21,0,4,108,1.83
872,24d10m18.3s,15d48m39.8s,27,27,27,0,1,34,4.72
873,24d10m18.3s,15d47m3.9s,21,20,21,0,4,189,0.37
874,24d10m18.4s,15d46m32.4s,19,17,19,0,2,-124,1.41
875,24d10m18.4s,15d47m33.7s,16,15,16,90,4,75,1.59
876,24d10m18.6s,15d47m39.6s,22,22,22,0,4,111,1.87
877,24d10m18.6s,15d45m46.9s,40,40,40,0,4,135,3.56
878,24d10m18.6s,15d48m6.1s,22,22,22,0,2,43,3.12
879,24d10m18.8s,15d46m36.9s,31,31,31,0,2,-131,1.20
880,24d10m18.8s,15d48m36.7s,34,34,34,0,1,13,4.57
881,24d10m18.9s,15d46m42.0s,30,28,29,0,2,150,0.97
882,24d10m18.9s,15d45m33.6s,54,54,54,0,4,253,4.19
883,24d10m19.0s,15d48m1.8s,22,22,22,0,2,6,2.91
884,24d10m19.0s,15d46m17.4s,117,117,117,0,4,-117,2.11
885,24d10m19.0s,15d46m29.8s,46,32,41,-20,2,-134,1.53
886,24d10m19.2s,15d46m31.4s,45,42,44,0,2,-133,1.45
887,24d10m19.3s,15d47m32.4s,66,46,59,70,4,61,1.52
888,24d10m19.3s,15d47m4.1s,17,15,16,0,4,186,0.34
889,24d10m19.3s,15d48m21.9s,30,30,30,0,1,-132,3.87
890,24d10m19.4s,15d45m35.5s,40,40,40,0,4,236,4.09
891,24d10m19.4s,15d48m8.1s,16,16,16,0,2,61,3.21
892,24d10m19.7s,15d48m11.0s,20,20,20,0,2,87,3.35
893,24d10m19.8s,15d46m37.2s,16,16,16,0,2,-140,1.18
894,24d10m19.9s,15d48m12.1s,18,18,18,0,2,97,3.40
895,24d10m19.9s,15d48m32.3s,139,95,124,10,1,-38,4.36
896,24d10m20.0s,15d46m36.2s,26,23,25,0,2,-140,1.22
897,24d10m20.0s,15d47m33.0s,14,13,14,90,4,60,1.54
898,24d10m20.0s,15d48m6.8s,39,28,35,-70,2,49,3.14
899,24d10m20.1s,15d48m1.9s,33,31,32,90,2,5,2.91
900,24d10m20.2s,15d48m13.8s,53,53,53,0,2,112,3.48
901,24d10m20.3s,15d48m8.6s,24,23,23,90,2,66,3.23
902,24d10m20.3s,15d46m41.5s,34,25,31,0,2,158,0.97
903,24d10m20.6s,15d46m48.0s,42,42,42,0,2,-194,0.67
904,24d10m20.7s,15d47m29.3s,18,17,18,0,4,33,1.37
905,24d10m20.7s,15d48m4.9s,50,50,50,0,2,32,3.05
906,24d10m21.0s,15d48m9.5s,19,18,19,90,2,74,3.27
907,24d10m21.0s,15d46m39.2s,25,22,24,0,2,156,1.07
908,24d10m21.1s,15d47m25.8s,15,15,15,0,4,15,1.20
909,24d10m21.2s,15d48m33.5s,17,15,16,90,1,-27,4.41
910,24d10m21.2s,15d48m8.4s,15,14,15,90,2,64,3.22
911,24d10m21.3s,15d44m58.1s,13,13,13,0,2,-172,5.87
912,24d10m21.6s,15d47m25.1s,8,8,8,0,4,-9,1.16
913,24d10m21.6s,15d47m25.7s,15,15,15,90,4,9,1.19
914,24d10m21.7s,15d46m38.5s,21,20,20,0,2,159,1.09
915,24d10m21.7s,15d47m29.4s,10,10,10,0,4,27,1.36
916,24d10m21.8s,15d47m26.9s,16,15,16,90,4,14,1.24
917,24d10m21.9s,15d48m32.7s,10,10,10,90,1,-34,4.37
918,24d10m21.9s,15d48m33.3s,10,9,9,90,1,-29,4.40
919,24d10m21.9s,15d48m10.6s,37,37,37,0,2,83,3.32
920,24d10m22.0s,15d47m3.6s,22,22,22,0,4,-188,0.21
921,24d10m22.3s,15d47m25.1s,21,19,20,90,4,-4,1.15
922,24d10m22.3s,15d48m7.7s,45,42,44,90,2,57,3.18
923,24d10m22.3s,15d48m14.0s,40,40,40,0,2,111,3.48
924,24d10m22.4s,15d46m16.3s,30,30,30,0,4,-100,2.15
925,24d10m22.5s,15d47m12.4s,26,26,26,0,4,-109,0.56
926,24d10m22.7s,15d47m26.1s,18,17,18,90,4,6,1.20
927,24d10m22.7s,15d46m56.6s,20,20,20,0,4,-251,0.26
928,24d10m23.0s,15d48m36.5s,34,34,34,0,1,-8,4.55
929,24d10m23.1s,15d46m57.5s,15,15,15,0,4,-243,0.22
930,24d10m23.1s,15d48m4.5s,28,28,28,0,2,29,3.03
931,24d10m23.3s,15d47m29.9s,119,92,110,85,4,21,1.38
932,24d10m23.4s,15d46m56.9s,24,24,24,0,4,-248,0.23
933,24d10m23.4s,15d47m5.2s,37,37,37,0,4,-174,0.23
934,24d10m23.5s,15d47m12.1s,34,34,34,0,4,-111,0.54
935,24d10m23.6s,15d47m28.0s,20,19,20,0,4,7,1.29
936,24d10m23.7s,15d48m12.3s,21,21,21,0,2,93,3.40
937,24d10m23.7s,15d48m7.8s,26,22,25,90,2,54,3.18
938,24d10m23.9s,15d46m37.3s,43,43,43,0,2,-175,1.14
939,24d10m24.1s,15d48m6.5s,23,23,23,0,2,43,3.12
940,24d10m24.1s,15d46m27.3s,31,22,28,0,2,-183,1.61
941,24d10m24.5s,15d48m6.1s,16,16,16,0,2,38,3.10
942,24d10m24.6s,15d48m11.9s,21,20,21,90,2,89,3.38
943,24d10m24.6s,15d47m22.5s,28,28,28,0,4,-24,1.02
944,24d10m24.6s,15d48m8.1s,23,22,23,0,2,55,3.20
945,24d10m24.7s,15d46m37.8s,27,27,27,0,2,-183,1.12
946,24d10m25.1s,15d48m37.3s,49,41,46,0,1,-10,4.59
947,24d10m25.6s,15d47m24.6s,25,18,23,0,4,22,1.12
948,24d10m25.7s,15d48m10.9s,42,40,41,90,2,79,3.33
949,24d10m26.3s,15d47m0.5s,241,183,222,0,4,218,0.03
950,24d10m26.5s,15d47m13.0s,33,33,33,0,4,-108,0.57
951,24d10m26.6s,15d46m39.5s,24,24,24,0,2,-203,1.03
952,24d10m26.7s,15d46m30.9s,65,53,61,0,2,-198,1.44
953,24d10m26.7s,15d47m24.7s,26,26,26,0,4,-30,1.13
954,24d10m26.7s,15d48m12.3s,49,36,44,90,2,92,3.39
955,24d10m26.9s,15d47m37.6s,34,34,34,0,4,63,1.74
956,24d10m27.0s,15d47m26.0s,54,47,51,0,4,-26,1.19
957,24d10m27.0s,15d47m23.9s,21,14,18,0,4,36,1.09
958,24d10m27.1s,15d48m8.2s,103,64,90,-60,2,55,3.20
959,24d10m27.1s,15d46m0.2s,33,33,33,0,4,44,2.91
960,24d10m27.4s,15d47m23.4s,13,9,12,0,4,41,1.07
961,24d10m27.4s,15d47m21.0s,18,18,18,0,4,51,0.95
962,24d10m27.5s,15d45m15.0s,21,21,21,0,2,-301,5.07
963,24d10m27.5s,15d47m28.1s,35,35,35,0,4,-17,1.29
964,24d10m27.6s,15d48m6.6s,22,22,22,0,2,41,3.13
965,24d10m27.6s,15d46m53.9s,28,28,28,0,2,-274,0.35
966,24d10m27.7s,15d46m43.1s,13,12,13,0,2,222,0.86
967,24d10m27.8s,15d45m51.0s,68,68,68,0,4,127,3.35
968,24d10m28.0s,15d47m7.7s,26,26,26,0,4,-158,0.33
969,24d10m28.0s,15d47m20.4s,28,23,26,0,4,59,0.92
970,24d10m28.1s,15d47m59.9s,28,23,26,0,2,-12,2.80
971,24d10m28.2s,15d46m36.9s,44,44,44,0,2,-212,1.16
972,24d10m28.2s,15d46m35.6s,40,40,40,0,2,-211,1.22
973,24d10m28.3s,15d48m8.8s,18,17,17,0,2,61,3.23
974,24d10m28.4s,15d48m13.6s,23,22,23,90,2,104,3.46
975,24d10m28.4s,15d47m24.6s,43,29,38,0,4,44,1.12
976,24d10m28.6s,15d47m31.9s,13,13,13,0,4,12,1.47
977,24d10m28.6s,15d45m55.5s,51,51,51,0,4,86,3.13
978,24d10m28.8s,15d46m41.2s,42,42,42,0,2,-225,0.96
979,24d10m28.9s,15d47m31.0s,24,19,23,90,4,4,1.43
980,24d10m28.9s,15d48m23.4s,39,39,39,0,1,-133,3.93
981,24d10m28.9s,15d47m30.2s,15,15,15,0,4,-2,1.40
982,24d10m29.0s,15d48m10.3s,35,25,31,90,2,75,3.30
983,24d10m29.1s,15d47m8.2s,18,18,18,0,4,-157,0.37
984,24d10m29.1s,15d47m22.5s,26,25,25,0,4,58,1.03
985,24d10m29.2s,15d47m12.6s,17,17,17,0,4,-121,0.57
986,24d10m29.2s,15d47m21.0s,32,27,30,0,4,65,0.96
987,24d10m29.3s,15d47m19.2s,29,21,26,0,4,74,0.88
988,24d10m29.3s,15d46m50.4s,40,40,40,0,2,-266,0.53
989,24d10m29.3s,15d48m25.1s,30,30,30,0,1,-121,4.01
990,24d10m29.3s,15d48m22.1s,75,65,71,0,1,-146,3.87
991,24d10m29.4s,15d48m12.8s,34,30,33,0,2,98,3.42
992,24d10m29.4s,15d46m43.1s,14,14,14,0,2,-236,0.87
993,24d10m29.5s,15d47m25.7s,17,17,17,90,4,-43,1.19
994,24d10m29.5s,15d48m12.2s,85,59,76,-30,2,93,3.39
995,24d10m29.8s,15d46m42.0s,21,20,21,0,2,236,0.93
996,24d10m29.9s,15d46m36.2s,37,37,37,0,2,-225,1.20
997,24d10m29.9s,15d47m9.7s,23,23,23,0,4,-147,0.45
998,24d10m29.9s,15d45m58.1s,155,133,148,-30,4,63,3.01
999,24d10m30.0s,15d47m26.0s,12,11,12,90,4,-40,1.20
1000,24d10m30.0s,15d48m20.7s,27,27,27,0,1,-160,3.80
1001,24d10m30.1s,15d46m37.7s,26,26,26,0,2,-229,1.13
1002,24d10m30.2s,15d46m44.4s,12,11,12,0,2,247,0.82
1003,24d10m30.2s,15d47m17.8s,64,63,64,0,4,88,0.82
1004,24d10m30.2s,15d48m14.1s,27,27,27,0,2,111,3.49
1005,24d10m30.3s,15d48m16.6s,45,45,45,0,2,133,3.61
1006,24d10m30.3s,15d46m42.6s,20,19,20,0,2,242,0.91
1007,24d10m30.4s,15d48m36.9s,84,66,78,20,1,-30,4.58
1008,24d10m30.4s,15d47m1.5s,68,43,59,0,4,218,0.21
1009,24d10m30.4s,15d47m21.6s,50,37,46,0,4,71,1
1010,24d10m30.5s,15d47m29.6s,11,11,11,90,4,-10,1.38
1011,24d10m30.5s,15d45m51.0s,39,39,39,0,4,127,3.35
1012,24d10m30.5s,15d48m12.9s,21,20,21,90,2,101,3.43
1013,24d10m30.6s,15d48m19.0s,48,48,48,0,2,155,3.72
1014,24d10m30.6s,15d46m40.3s,20,20,20,0,2,238,1.02
1015,24d10m30.6s,15d48m23.0s,22,22,22,0,1,-142,3.91
1016,24d10m30.8s,15d47m24.7s,19,18,19,90,4,-52,1.15
1017,24d10m30.8s,15d48m42.0s,43,27,38,0,1,8,4.82
1018,24d10m30.9s,15d47m30.1s,35,27,32,0,4,-10,1.40
1019,24d10m31.0s,15d48m42.5s,12,12,12,90,1,13,4.84
1020,24d10m31.0s,15d48m39.4s,32,32,32,0,1,-14,4.69
1021,24d10m31.0s,15d48m21.3s,24,24,24,0,1,-158,3.83
1022,24d10m31.0s,15d47m31.3s,14,12,13,0,4,-2,1.46
1023,24d10m31.0s,15d47m26.1s,49,28,42,20,4,-41,1.22
1024,24d10m31.2s,15d47m40.2s,68,68,68,0,4,80,1.88
1025,24d10m31.3s,15d46m37.0s,44,43,44,0,2,-238,1.18
1026,24d10m31.4s,15d46m17.3s,21,21,21,0,4,-95,2.11
1027,24d10m31.4s,15d46m39.9s,18,18,18,0,2,-244,1.04
1028,24d10m31.5s,15d46m40.6s,18,17,18,0,2,246,1.01
1029,24d10m31.6s,15d46m41.6s,17,16,17,0,2,249,0.97
1030,24d10m31.6s,15d48m12.5s,12,12,12,0,2,100,3.41
1031,24d10m31.6s,15d47m26.6s,14,14,14,90,4,-39,1.24
1032,24d10m31.7s,15d48m13.6s,33,25,30,-60,2,110,3.47
1033,24d10m31.8s,15d46m42.6s,12,12,12,0,2,-254,0.92
1034,24d10m31.8s,15d46m38.7s,23,22,22,90,2,-245,1.10
1035,24d10m31.9s,15d46m39.6s,14,14,14,0,2,-247,1.06
1036,24d10m31.9s,15d46m42.0s,15,15,15,0,2,253,0.95
1037,24d10m31.9s,15d47m30.8s,41,33,38,10,4,-4,1.44
1038,24d10m31.9s,15d47m5.2s,24,23,24,0,4,191,0.34
1039,24d10m32.0s,15d45m49.4s,21,21,21,0,4,142,3.43
1040,24d10m32.0s,15d46m40.0s,8,7,8,0,2,249,1.04
1041,24d10m32.0s,15d45m47.9s,22,22,22,0,4,155,3.50
1042,24d10m32.1s,15d48m24.9s,104,87,98,-60,1,-134,4.01
1043,24d10m32.2s,15d46m41.5s,11,11,11,0,2,-254,0.98
1044,24d10m32.2s,15d47m27.6s,58,43,53,-80,4,-29,1.30
1045,24d10m32.2s,15d45m35.2s,31,31,31,0,4,269,4.11
1046,24d10m32.3s,15d48m16.5s,39,39,39,0,2,136,3.61
1047,24d10m32.3s,15d48m14.7s,22,22,22,0,2,120,3.52
1048,24d10m32.3s,15d46m46.7s,15,14,15,0,2,272,0.75
1049,24d10m32.4s,15d47m25.0s,14,14,14,90,4,-50,1.18
1050,24d10m32.5s,15d48m37.9s,37,37,37,0,1,-28,4.63
1051,24d10m32.5s,15d46m47.4s,16,15,16,0,2,276,0.72
1052,24d10m32.5s,15d46m40.3s,21,20,21,0,2,254,1.04
1053,24d10m32.6s,15d46m39.6s,13,12,13,0,2,253,1.07
1054,24d10m32.6s,15d47m21.4s,46,46,46,0,4,-83,1.01
1055,24d10m32.6s,15d47m29.0s,7,7,7,0,4,-16,1.36
1056,24d10m32.7s,15d48m21.3s,24,24,24,0,1,-165,3.84
1057,24d10m32.7s,15d47m29.8s,16,16,16,90,4,-10,1.40
1058,24d10m32.8s,15d48m35.5s,25,25,25,0,1,-50,4.51
1059,24d10m32.9s,15d47m5.9s,33,24,30,0,4,189,0.39
1060,24d10m32.9s,15d48m13.8s,24,24,24,0,2,112,3.48
1061,24d10m32.9s,15d47m40.9s,38,38,38,0,4,86,1.92
1062,24d10m32.9s,15d48m13.2s,26,26,26,0,2,107,3.46
1063,24d10m33.0s,15d47m24.4s,28,20,25,20,4,-55,1.16
1064,24d10m33.0s,15d47m28.8s,9,9,9,0,4,-16,1.36
1065,24d10m33.1s,15d46m55.4s,45,45,45,0,4,-258,0.43
1066,24d10m33.1s,15d48m14.6s,17,17,17,0,2,119,3.52
1067,24d10m33.3s,15d48m19.5s,45,45,45,0,2,164,3.76
1068,24d10m33.4s,15d46m46.6s,16,15,16,0,4,275,0.77
1069,24d10m33.4s,15d47m28.5s,16,13,15,0,4,-18,1.35
1070,24d10m33.4s,15d47m1.6s,16,16,16,0,4,-226,0.35
1071,24d10m33.4s,15d47m8.6s,29,16,25,0,4,170,0.50
1072,24d10m33.5s,15d46m47.2s,20,13,18,0,4,272,0.75
1073,24d10m33.5s,15d46m54.1s,30,30,30,0,4,-259,0.48
1074,24d10m33.5s,15d45m43.6s,23,23,23,0,4,195,3.72
1075,24d10m33.5s,15d47m56.4s,30,30,30,0,2,-44,2.66
1076,24d10m33.6s,15d46m1.9s,40,40,40,0,4,35,2.85
1077,24d10m33.7s,15d47m29.6s,11,7,10,0,4,-8,1.41
1078,24d10m33.8s,15d48m9.8s,242,178,221,-30,2,76,3.30
1079,24d10m33.8s,15d46m43.0s,29,24,28,0,4,270,0.94
1080,24d10m33.8s,15d47m58.1s,24,22,24,90,2,-28,2.74
1081,24d10m33.9s,15d47m31.4s,15,14,14,90,4,7,1.49
1082,24d10m33.9s,15d46m3.7s,61,61,61,0,4,21,2.76
1083,24d10m33.9s,15d46m40.2s,31,21,28,0,4,261,1.06
1084,24d10m34.2s,15d48m12.5s,35,35,35,0,2,100,3.43
1085,24d10m34.3s,15d47m41.5s,37,37,37,0,4,92,1.96
1086,24d10m34.3s,15d45m48.3s,123,91,112,0,4,154,3.50
1087,24d10m34.4s,15d47m24.6s,15,14,15,90,4,-53,1.19
1088,24d10m34.4s,15d48m42.3s,34,34,34,0,1,4,4.84
1089,24d10m34.5s,15d47m7.9s,23,23,23,0,4,-181,0.51
1090,24d10m34.5s,15d46m46.8s,20,17,19,0,4,265,0.79
1091,24d10m34.5s,15d47m19.1s,58,57,57,0,4,99,0.94
1092,24d10m34.5s,15d46m46.0s,28,16,24,0,4,266,0.82
1093,24d10m34.5s,15d46m56.2s,22,22,22,0,4,-243,0.46
1094,24d10m34.6s,15d46m43.6s,30,26,29,0,4,264,0.93
1095,24d10m34.6s,15d47m27.2s,69,69,69,0,4,-30,1.31
1096,24d10m34.7s,15d46m48.5s,27,27,27,0,4,-260,0.72
1097,24d10m34.8s,15d48m17.0s,33,33,33,0,2,141,3.64
1098,24d10m34.9s,15d47m30.7s,30,29,30,90,4,3,1.47
1099,24d10m35.0s,15d46m5.1s,40,40,40,0,4,14,2.70
1100,24d10m35.1s,15d48m13.5s,22,21,22,90,2,110,3.48
1101,24d10m35.1s,15d47m56.0s,33,19,28,0,2,-43,2.65
1102,24d10m35.1s,15d46m22.4s,79,79,79,0,4,-124,1.90
1103,24d10m35.2s,15d45m9.6s,36,36,36,0,2,-231,5.34
1104,24d10m35.2s,15d47m25.5s,20,18,19,90,4,-43,1.24
1105,24d10m35.2s,15d46m53.7s,24,24,24,0,4,-247,0.55
1106,24d10m35.2s,15d46m44.5s,32,27,30,0,4,260,0.90
1107,24d10m35.2s,15d46m20.8s,40,40,40,0,4,-110,1.97
1108,24d10m35.4s,15d47m29.8s,18,12,16,-40,4,-7,1.43
1109,24d10m35.6s,15d46m49.1s,25,19,23,0,4,251,0.72
1110,24d10m35.7s,15d46m50.0s,28,27,28,0,4,249,0.70
1111,24d10m35.7s,15d47m31.4s,19,19,19,90,4,7,1.51
1112,24d10m35.7s,15d48m15.5s,18,18,18,0,2,128,3.58
1113,24d10m35.8s,15d46m29.0s,32,22,29,-65,4,-172,1.60
1114,24d10m35.8s,15d46m48.4s,19,13,17,0,4,251,0.76
1115,24d10m35.8s,15d47m0.1s,27,27,27,0,4,-215,0.46
1116,24d10m35.8s,15d46m46.1s,39,33,37,0,4,254,0.85
1117,24d10m35.8s,15d47m58.9s,158,126,147,-30,2,-16,2.80
1118,24d10m35.8s,15d46m47.7s,23,19,21,0,4,252,0.79
1119,24d10m35.8s,15d47m17.6s,41,40,40,0,4,110,0.91
1120,24d10m35.9s,15d46m38.2s,17,16,17,90,4,-237,1.19
1121,24d10m35.9s,15d46m0.3s,27,27,27,0,4,56,2.94
1122,24d10m36.1s,15d47m28.7s,27,27,27,0,4,-15,1.40
